RefundID,OrderID,RefundDate,RefundAmount,RefundReason,RefundStatus
1485,21725,2025-08-28,85.6,Payment Issue,Approved
1486,21732,2024-12-31,145.54,Missing Item,Approved
1487,21744,2024-04-28,985.75,Incorrect Order,Requested
1488,21781,2023-12-14,1238.28,Poor Food Quality,Rejected
1489,21782,2024-07-17,1208.96,Poor Food Quality,Processed
1490,21843,2026-04-21,1059.76,Payment Issue,Approved
1491,21858,2025-02-15,517.23,Poor Food Quality,Approved
1492,21879,2025-12-19,237.14,Payment Issue,Rejected
1493,21882,2024-03-07,40.75,Missing Item,Processed
1494,21886,2026-06-01,403.01,Payment Issue,Rejected
1495,21904,2025-12-27,205.78,Poor Food Quality,Approved
1496,21929,2025-07-13,631.11,Incorrect Order,Requested
1497,21952,2024-12-14,968.99,Poor Food Quality,Requested
1498,21958,2023-12-27,564.26,Incorrect Order,Approved
1499,21959,2025-10-16,357.64,Payment Issue,Processed
1500,21966,2024-11-02,163.59,Delivery Delay,Requested
1501,21974,2025-05-17,-409.66,Poor Food Quality,Approved
1502,21978,2024-02-10,1025.26,Delivery Delay,Approved
1503,22005,2024-04-05,338.18,Incorrect Order,Approved
1504,22020,2023-12-23,226.77,Missing Item,Rejected
1505,22046,2024-02-28,1221.36,Missing Item,Approved
1506,22053,2024-05-10,1159.04,Payment Issue,Approved
1507,22065,2025-06-27,795.66,Payment Issue,Approved
1508,22072,2026-02-03,235.96,Missing Item,Processed
1509,22088,2026-05-03,334.46,Delivery Delay,Approved
1510,22104,2024-03-15,221.62,Poor Food Quality,Approved
1511,22106,2024-07-19,386.55,Poor Food Quality,Approved
1512,22115,2026-01-08,445.51,Poor Food Quality,Processed
1513,22180,2025-01-31,1095.84,Incorrect Order,Approved
1514,22185,2025-07-24,651.81,Incorrect Order,Approved
1515,22193,2024-10-06,226.38,Incorrect Order,Processed
1516,22204,2025-12-17,85.04,Delivery Delay,Approved
1517,22212,2026-04-15,138.6,Payment Issue,Processed
1518,22215,2026-03-25,28.73,Missing Item,Approved
1519,22263,2025-03-22,305.15,Delivery Delay,Rejected
1520,22272,2024-08-25,423.25,Missing Item,Processed
1521,22291,2026-01-28,341.89,Poor Food Quality,Processed
1522,22294,2025-09-10,776.27,Poor Food Quality,Processed
1523,22302,2024-10-21,251.94,Incorrect Order,Approved
1524,22308,2024-08-10,179.46,Payment Issue,Rejected
1525,22335,2026-03-24,198.68,Incorrect Order,Rejected
1526,22338,2024-03-11,245.21,Missing Item,Approved
1527,22348,2026-01-15,552.08,Delivery Delay,Approved
1528,22357,2024-06-11,322.61,Missing Item,Rejected
1529,22369,2025-02-11,239.92,Payment Issue,Processed
1530,22374,2025-05-18,1138.57,Delivery Delay,Requested
1531,22379,2025-10-02,333.68,Missing Item,Processed
1532,22390,2025-08-27,341.56,Missing Item,Processed
1533,22394,2025-05-12,329.82,Missing Item,Requested
1534,22416,2025-07-09,294.12,Incorrect Order,Requested
1535,22419,2025-01-22,1334.35,Incorrect Order,Requested
1536,22430,2024-01-07,450.4,Poor Food Quality,Approved
1537,22431,2024-01-30,95.79,Delivery Delay,Approved
1538,22459,2025-09-10,150.23,Missing Item,Requested
1539,22495,2024-01-19,598.24,Payment Issue,Rejected
1540,22496,2026-06-01,254.99,Delivery Delay,Processed
1541,22497,2024-08-23,243.27,Payment Issue,Approved
1542,22528,2024-05-18,670.8,Poor Food Quality,Approved
1543,22531,2024-01-30,776.25,Incorrect Order,Rejected
1544,22556,2025-12-18,1238.23,Incorrect Order,Processed
1545,22558,2025-09-07,177.25,Missing Item,Processed
1546,22592,2026-06-10,469.62,Delivery Delay,Approved
1547,22610,2025-08-02,510.29,Missing Item,Approved
1548,22647,2024-04-07,442.87,Delivery Delay,Approved
1549,22656,2024-06-02,352.43,Delivery Delay,Rejected
1550,22684,2025-11-27,416.62,Poor Food Quality,Rejected
1551,22692,2024-11-13,105.99,Incorrect Order,Rejected
1552,22699,2023-12-24,266.9,Payment Issue,Approved
1553,22709,2025-01-24,146.0,Delivery Delay,Processed
1554,22711,2025-06-28,286.4,Incorrect Order,Approved
1555,22714,2024-03-21,378.54,Incorrect Order,Processed
1556,22762,2024-08-05,827.71,Poor Food Quality,Rejected
1557,22781,2025-07-24,1646.91,Missing Item,Requested
1558,22784,2025-07-23,572.63,Incorrect Order,Requested
1559,22797,2025-04-03,628.47,Poor Food Quality,Approved
1560,22808,2024-06-24,1146.6,Payment Issue,Approved
1561,22826,2024-03-10,1404.73,Missing Item,Processed
1562,22836,2024-10-20,411.15,Poor Food Quality,Processed
1563,22838,2024-08-24,95.54,Incorrect Order,Requested
1564,22896,2024-02-28,144.47,Poor Food Quality,REQUESTED
1565,22902,2025-01-25,663.78,Incorrect Order,Approved
1566,22912,2025-01-03,474.27,Incorrect Order,Approved
1567,22915,2025-12-18,417.9,Poor Food Quality,Processed
1568,22923,2025-01-30,784.57,Delivery Delay,Processed
1569,22931,2025-10-06,56.22,Incorrect Order,Processed
1570,23008,2026-06-10,489.86,Payment Issue,Rejected
1571,23019,2026-04-26,1153.17,Missing Item,Approved
1572,23022,2024-04-24,228.3,Poor Food Quality,Approved
1573,23059,2024-01-03,260.69,Missing Item,Approved
1574,23064,2024-11-22,314.25,Missing Item,Processed
1575,23077,2025-02-27,206.09,Missing Item,Approved
1576,23088,2023-12-13,160.51,Payment Issue,Requested
1577,23106,2024-07-06,1048.48,Poor Food Quality,Rejected
1578,23128,2026-06-12,324.29,Payment Issue,Rejected
1579,23137,2026-02-27,56.25,Poor Food Quality,Approved
1580,23138,2025-08-16,325.65,Payment Issue,Processed
1581,23141,2025-06-10,211.46,Delivery Delay,Processed
1582,23149,2025-09-19,264.74,Incorrect Order,Processed
1583,23182,2025-10-08,301.19,Delivery Delay,Approved
1584,23193,2025-11-30,1018.71,Payment Issue,Requested
1585,23200,2025-04-05,700.57,Missing Item,Processed
1586,23202,2025-11-07,369.47,Delivery Delay,Rejected
1587,23228,2025-12-15,130.78,Delivery Delay,Approved
1588,23235,2024-03-15,121.38,Missing Item,Approved
1589,23246,2024-11-27,144.06,Incorrect Order,Approved
1590,23269,2024-02-22,126.91,Delivery Delay,Approved
1591,23271,2024-08-08,64.8,Poor Food Quality,Processed
1592,23277,2026-07-08,521.78,Payment Issue,Processed
1593,23281,2025-03-03,1244.8,Incorrect Order,Processed
1594,23287,2026-04-06,117.58,Poor Food Quality,Approved
1595,23291,2025-09-22,171.14,Incorrect Order,Requested
1596,23308,2026-02-07,1285.79,Payment Issue,Approved
1597,23352,2025-03-03,832.77,Payment Issue,Processed
1598,23369,2024-07-27,249.34,Missing Item,Requested
1599,23370,2024-01-17,852.57,Incorrect Order,Approved
1600,23372,2026-01-08,-478.9,Payment Issue,Approved
1601,23378,2026-05-26,743.86,Delivery Delay,Requested
1602,23399,2024-11-24,892.27,Incorrect Order,Approved
1603,23424,2024-03-10,470.77,Payment Issue,Approved
1604,23458,2025-06-26,1125.31,Payment Issue,APPROVED
1605,23461,2025-11-16,872.93,Payment Issue,Requested
1606,23465,2024-03-06,102.46,Delivery Delay,Processed
1607,23466,2024-09-29,487.43,Incorrect Order,Requested
1608,23484,2025-11-20,525.47,Delivery Delay,Rejected
1609,23529,2024-03-28,893.56,Delivery Delay,Approved
1610,23530,2024-12-07,305.36,Incorrect Order,Rejected
1611,23533,2025-06-18,1067.25,Poor Food Quality,Processed
1612,23543,2026-02-09,44.5,Delivery Delay,Processed
1613,23544,2025-03-04,342.09,Poor Food Quality,Processed
1614,23552,2026-03-03,537.77,Delivery Delay,Processed
1615,23563,2024-11-19,560.36,Missing Item,Requested
1616,23577,2024-06-06,370.13,Poor Food Quality,Approved
1617,23579,2026-06-07,961.02,Incorrect Order,Approved
1618,23589,2025-02-26,1555.21,Delivery Delay,Rejected
1619,23607,2024-03-11,291.25,Missing Item,Processed
1620,23670,2026-05-24,252.93,Delivery Delay,Approved
1621,23675,2025-03-12,793.7,Incorrect Order,Approved
1622,23687,2024-03-28,304.19,Delivery Delay,Rejected
1623,23696,2025-03-27,207.58,Incorrect Order,Processed
1624,23724,2024-08-23,929.78,Missing Item,Requested
1625,23728,2025-01-05,413.25,Incorrect Order,Approved
1626,23770,2024-08-23,85.09,Payment Issue,Requested
1627,23777,2025-11-14,504.39,Delivery Delay,Processed
1628,23784,2024-03-03,986.27,Incorrect Order,Rejected
1629,23829,2024-08-13,232.53,Delivery Delay,Approved
1630,23857,2024-09-08,588.07,Poor Food Quality,Requested
1631,23898,2025-04-12,1480.87,Poor Food Quality,Requested
1632,23910,2023-12-10,350.63,Payment Issue,Rejected
1633,23913,2024-07-24,80.24,Delivery Delay,Requested
1634,23916,2024-02-10,629.04,Payment Issue,Rejected
1635,23917,2024-08-26,739.3,Poor Food Quality,Rejected
1636,23920,2024-12-06,228.99,Incorrect Order,Processed
1637,23921,2026-02-04,952.13,Poor Food Quality,Approved
1638,23927,2026-07-23,560.22,Delivery Delay,Approved
1639,23938,2026-05-12,379.51,Payment Issue,Approved
1640,23940,2024-05-28,683.31,Delivery Delay,Approved
1641,23960,2026-08-02,1037.32,Delivery Delay,Approved
1642,23967,2024-01-28,276.92,Delivery Delay,Approved
1643,23990,2026-03-23,824.74,Poor Food Quality,Approved
1644,24013,2024-03-15,1167.07,Incorrect Order,Rejected
1645,24015,2024-05-07,409.55,Missing Item,Approved
1646,24044,2025-05-11,868.44,Delivery Delay,Approved
1647,24079,2024-03-12,1060.1,Poor Food Quality,Processed
1648,24086,2026-04-13,950.23,Incorrect Order,Processed
1649,24107,2024-02-27,577.16,Incorrect Order,Approved
1650,24113,2026-03-19,343.91,Missing Item,Approved
1651,24117,2024-12-22,188.72,Payment Issue,Processed
1652,24131,2026-07-28,1142.08,Incorrect Order,Requested
1653,24133,2024-04-20,422.56,Missing Item,Processed
1654,24147,2025-08-27,184.35,Missing Item,Processed
1655,24149,2024-09-29,272.66,Delivery Delay,Processed
1656,24152,2024-07-31,3345.69,Delivery Delay,Processed
1657,24196,2025-06-14,677.53,Missing Item,Approved
1658,24224,2026-02-02,32.91,Delivery Delay,Processed
1659,24225,2025-09-08,553.09,Poor Food Quality,Rejected
1660,24230,2024-10-18,354.13,Missing Item,Processed
1661,24245,2026-07-22,809.97,Incorrect Order,Rejected
1662,24246,2026-07-19,788.83,Payment Issue,Processed
1663,24251,2024-10-22,998.02,Poor Food Quality,Rejected
1664,24266,2026-02-13,269.39,Payment Issue,Rejected
1665,24278,2025-04-09,64.48,Missing Item,Processed
1666,24304,2026-01-04,75.18,Missing Item,Approved
1667,24326,2025-01-26,863.78,Delivery Delay,Processed
1668,24329,2025-12-04,350.59,Missing Item,Requested
1669,24347,2024-09-01,116.01,Delivery Delay,Processed
1670,24384,2024-04-11,454.11,Payment Issue,Processed
1671,24402,2025-07-07,312.51,Delivery Delay,Processed
1672,24409,2025-11-20,428.09,Incorrect Order,Approved
1673,24417,2026-04-21,272.56,Missing Item,Processed
1674,24423,2024-04-01,1616.53,Poor Food Quality,Approved
1675,24440,2025-10-26,570.47,Incorrect Order,Processed
1676,24446,2024-01-23,710.85,Missing Item,Processed
1677,24449,2026-07-06,158.69,Delivery Delay,Requested
1678,24451,2026-05-10,698.48,Payment Issue,Approved
1679,24454,2023-12-10,208.75,Missing Item,Approved
1680,24456,2025-02-11,918.34,Delivery Delay,Processed
1681,24458,2024-07-19,244.44,Poor Food Quality,Approved
1682,24479,2025-12-04,995.33,Missing Item,Approved
1683,24494,2024-12-10,470.76,Poor Food Quality,Approved
1684,24508,2025-03-23,294.89,Poor Food Quality,Approved
1685,24510,2024-02-10,1457.81,Poor Food Quality,Processed
1686,24538,2024-09-07,75.2,Poor Food Quality,Approved
1687,24540,2026-07-13,473.33,Delivery Delay,Requested
1688,24580,2024-01-22,2443.61,Poor Food Quality,Processed
1689,24587,2024-08-11,1461.69,Incorrect Order,Processed
1690,24620,2024-01-30,246.71,Incorrect Order,Requested
1691,24643,2024-01-23,1160.05,Delivery Delay,Approved
1692,24646,2025-03-09,458.27,Payment Issue,Rejected
1693,24671,2025-06-04,275.83,Payment Issue,Processed
1694,24680,2024-07-20,193.56,Delivery Delay,Requested
1695,24689,2024-08-20,352.64,Payment Issue,Processed
1696,24703,2026-06-15,241.11,Poor Food Quality,Rejected
1697,24709,2025-10-12,54.1,Missing Item,Approved
1698,24725,2024-03-03,461.94,Missing Item,Rejected
1699,24731,2026-07-03,152.44,Missing Item,Processed
1700,24751,2025-03-01,98.04,Delivery Delay,Approved
1701,24756,2024-06-05,143.28,Poor Food Quality,Processed
1702,24786,2025-11-24,108.86,Incorrect Order,Rejected
1703,24807,2026-04-12,445.97,Incorrect Order,Processed
1704,24811,2025-02-03,1163.25,Delivery Delay,Processed
1705,24816,2024-06-23,1079.66,Incorrect Order,Processed
1706,24832,2025-06-17,861.86,Missing Item,Rejected
1707,24870,2026-05-05,122.54,Delivery Delay,Approved
1708,24878,2024-02-08,350.96,Incorrect Order,Approved
1709,24883,2025-10-12,1234.9,Payment Issue,Requested
1710,24885,2025-04-30,217.94,Poor Food Quality,PROCESSED
1711,24894,2024-11-03,1290.08,Payment Issue,Rejected
1712,24905,2024-05-11,584.91,Payment Issue,Rejected
1713,24922,2025-05-01,284.8,Poor Food Quality,Approved
1714,24937,2025-02-17,522.37,Missing Item,Requested
1715,24945,2026-02-12,1222.33,Missing Item,Processed
1716,24967,2025-09-14,142.69,Missing Item,Requested
1717,24973,2024-07-28,743.91,Payment Issue,Rejected
1718,24984,2026-06-18,424.18,Poor Food Quality,Requested
1719,24993,2025-05-10,965.13,Incorrect Order,Rejected
1720,24998,2024-01-17,240.99,Payment Issue,Approved
1721,25007,2026-04-14,69.2,Poor Food Quality,Approved
1722,25028,2024-11-23,226.96,Payment Issue,Processed
1723,25076,2024-01-18,274.55,Payment Issue,Processed
1724,25082,2025-01-13,562.44,Delivery Delay,Approved
1725,25087,2025-02-03,166.69,Poor Food Quality,Approved
1726,25101,2025-02-21,475.14,Payment Issue,Approved
1727,25106,2025-06-03,398.0,Missing Item,Requested
1728,25115,2024-05-04,613.44,Poor Food Quality,Processed
1729,25117,2025-07-04,1147.19,Missing Item,processed
1730,25121,2026-04-01,350.29,Poor Food Quality,Processed
1731,25136,2026-03-04,465.67,Poor Food Quality,Processed
1732,25163,2024-07-18,838.98,Incorrect Order,Processed
1733,25170,2025-06-04,-396.4,Delivery Delay,Processed
1734,25178,2024-05-19,348.03,Payment Issue,APPROVED
1735,25182,2025-01-30,1455.78,Delivery Delay,Approved
1736,25193,2026-04-13,595.68,Missing Item,PROCESSED
1737,25223,2024-05-06,519.31,Incorrect Order,Approved
1738,25232,2024-10-06,363.88,Missing Item,Processed
1739,25234,2025-10-29,614.79,Incorrect Order,Rejected
1740,25246,2025-04-29,227.19,Poor Food Quality,Approved
1741,25261,2026-04-22,283.78,Poor Food Quality,Approved
1742,25270,2024-01-30,867.05,Incorrect Order,Requested
1743,25277,2026-06-11,93.86,Payment Issue,Approved
1744,25278,2025-01-22,47.7,Payment Issue,Rejected
1745,25303,2025-09-22,287.43,Delivery Delay,Processed
1746,25305,2026-04-03,534.41,Payment Issue,Rejected
1747,25344,2025-06-12,212.62,Incorrect Order,Processed
1748,25371,2026-06-24,575.72,Payment Issue,Processed
1749,25378,2025-06-25,1597.06,Payment Issue,Processed
1750,25386,2024-01-29,41.38,Delivery Delay,Processed
1751,25388,2025-07-10,1399.35,Delivery Delay,Rejected
1752,25406,2025-10-08,1253.11,Missing Item,Approved
1753,25420,2026-06-29,650.86,Payment Issue,Requested
1754,25463,2024-03-06,916.11,Poor Food Quality,Approved
1755,25469,2024-05-06,127.61,Delivery Delay,Rejected
1756,25476,2025-11-10,897.77,Missing Item,Requested
1757,25498,2025-02-19,614.39,Incorrect Order,Processed
1758,25503,2025-02-01,953.56,Payment Issue,Rejected
1759,25507,2025-04-05,300.38,Delivery Delay,Processed
1760,25530,2024-06-17,943.6,Missing Item,Approved
1761,25531,2024-03-18,1804.38,Incorrect Order,Requested
1762,25540,2024-05-23,836.1,Delivery Delay,Rejected
1763,25551,2025-01-19,396.38,Incorrect Order,Requested
1764,25585,2024-09-08,64.07,Poor Food Quality,Approved
1765,25597,2025-08-22,311.4,Poor Food Quality,Processed
1766,25608,2024-09-29,515.46,Poor Food Quality,Processed
1767,25612,2025-03-16,178.33,Poor Food Quality,Approved
1768,25645,2024-07-17,1042.4,Delivery Delay,Approved
1769,25652,2023-12-11,1093.86,Missing Item,Approved
1770,25664,2024-01-27,203.41,Incorrect Order,Processed
1771,25686,2026-07-21,1131.9,Poor Food Quality,Requested
1772,25692,2025-11-13,358.98,Delivery Delay,Requested
1773,25707,2024-09-10,865.6,Poor Food Quality,Processed
1774,25761,2023-12-30,270.49,Delivery Delay,Rejected
1775,25767,2025-05-15,180.57,Missing Item,Processed
1776,25816,2025-12-25,620.32,Missing Item,Approved
1777,25819,2025-10-31,357.23,Incorrect Order,Processed
1778,25820,2026-04-27,969.45,Missing Item,Rejected
1779,25834,2024-01-17,153.3,Incorrect Order,Approved
1780,25850,2024-08-03,782.42,Poor Food Quality,Processed
1781,25881,2026-03-14,87.54,Incorrect Order,Rejected
1782,25886,2024-04-17,43.59,Poor Food Quality,Rejected
1783,25893,2023-12-15,545.23,Missing Item,Processed
1784,25906,2025-07-09,186.22,Missing Item,Approved
1785,25911,2024-07-04,388.19,Missing Item,Processed
1786,25922,2024-09-27,68.17,Poor Food Quality,Rejected
1787,25949,2025-03-25,1653.12,Poor Food Quality,Rejected
1788,25955,2025-07-19,616.45,Poor Food Quality,Processed
1789,25958,2025-09-22,375.6,Delivery Delay,Requested
1790,25964,2024-08-05,229.17,Incorrect Order,Processed
1791,25975,2026-02-22,558.55,Missing Item,Approved
1792,25985,2024-11-24,315.32,Incorrect Order,Requested
1793,26001,2024-05-08,461.98,Missing Item,Approved
1794,26040,2025-05-03,337.08,Missing Item,Approved
1795,26044,2026-02-22,59.46,Delivery Delay,Requested
1796,26056,2024-10-11,847.25,Incorrect Order,Processed
1797,26063,2025-09-14,794.34,Missing Item,Approved
1798,26070,2026-07-28,725.37,Payment Issue,Processed
1799,26076,2024-08-13,1653.61,Delivery Delay,Processed
1800,26101,2025-06-11,1465.77,Delivery Delay,Processed
1801,26110,2026-02-23,209.99,Payment Issue,Approved
1802,26116,2023-12-19,1951.5,Incorrect Order,Processed
1803,26120,2025-12-13,325.52,Incorrect Order,Rejected
1804,26154,2025-01-16,989.93,Payment Issue,Processed
1805,26161,2023-12-18,555.4,Incorrect Order,Requested
1806,26164,2025-12-31,282.16,Delivery Delay,Processed
1807,26215,2024-02-13,127.54,Poor Food Quality,Approved
1808,26219,2026-07-07,547.48,Poor Food Quality,Approved
1809,26240,2025-06-02,319.84,Payment Issue,Processed
1810,26262,2026-04-11,705.84,Missing Item,Processed
1811,26267,2025-06-21,670.3,Poor Food Quality,Rejected
1812,26291,2025-02-22,1088.54,Incorrect Order,Rejected
1813,26303,2025-02-01,119.27,Payment Issue,Approved
1814,26310,2026-02-07,1190.68,Poor Food Quality,Requested
1815,26318,2024-06-17,1343.67,Payment Issue,Approved
1816,26332,2025-06-09,294.58,Missing Item,Approved
1817,26342,2026-04-18,760.58,Incorrect Order,Requested
1818,26347,2026-07-15,62.51,Incorrect Order,Processed
1819,26378,2026-07-22,162.28,Poor Food Quality,Rejected
1820,26379,2024-12-09,1132.63,Missing Item,Approved
1821,26417,2024-04-20,453.18,Poor Food Quality,Rejected
1822,26419,2025-01-29,46.23,Delivery Delay,Approved
1823,26434,2025-06-06,324.5,Payment Issue,Rejected
1824,26437,2024-10-27,874.96,Poor Food Quality,Processed
1825,26441,2025-09-11,1501.64,Incorrect Order,Approved
1826,26450,2025-01-05,1363.65,Poor Food Quality,Approved
1827,26457,2025-03-09,459.0,Payment Issue,Processed
1828,26495,2026-07-15,222.44,Payment Issue,Approved
1829,26527,2024-01-16,1477.56,Incorrect Order,Approved
1830,26530,2025-02-17,306.34,Missing Item,Approved
1831,26536,2025-06-07,203.41,Payment Issue,Requested
1832,26544,2024-09-24,98.35,Payment Issue,Requested
1833,26583,2025-10-01,56.21,Poor Food Quality,Rejected
1834,26593,2025-11-15,634.52,Poor Food Quality,Rejected
1835,26599,2025-08-10,266.35,Missing Item,Requested
1836,26623,2025-11-12,215.64,Incorrect Order,Rejected
1837,26645,2026-01-26,992.44,Poor Food Quality,Processed
1838,26690,2024-04-20,607.05,Incorrect Order,Approved
1839,26699,2025-08-20,170.39,Missing Item,Requested
1840,26740,2024-02-28,1120.75,Missing Item,Approved
1841,26741,2025-01-11,331.21,Poor Food Quality,Rejected
1842,26769,2025-04-23,599.64,Poor Food Quality,Processed
1843,26793,2025-01-03,361.59,Missing Item,Processed
1844,26817,2024-08-13,2164.76,Poor Food Quality,Approved
1845,26831,2024-11-03,979.64,Poor Food Quality,Requested
1846,26843,2026-04-26,460.83,Delivery Delay,Approved
1847,26850,2026-05-19,88.93,Missing Item,Processed
1848,26853,2025-09-16,289.84,Missing Item,Rejected
1849,26875,2024-08-25,1542.98,Incorrect Order,Rejected
1850,26881,2025-04-16,206.68,Incorrect Order,Processed
1851,26888,2024-10-23,125.22,Incorrect Order,Processed
1852,26892,2026-04-15,588.47,Delivery Delay,Approved
1853,26908,2025-04-28,582.36,Poor Food Quality,Approved
1854,26919,2023-12-23,200.53,Poor Food Quality,Processed
1855,26922,2024-04-16,717.01,Poor Food Quality,Processed
1856,26925,2024-09-17,944.52,Payment Issue,Rejected
1857,26937,2024-03-30,182.81,Delivery Delay,Approved
1858,26963,2024-08-24,384.61,Poor Food Quality,Approved
1859,26980,2024-12-19,1123.8,Delivery Delay,Processed
1860,26995,2024-07-11,522.22,Incorrect Order,Approved
1861,27003,2024-08-10,636.64,Payment Issue,Processed
1862,27006,2025-04-24,804.85,Payment Issue,Rejected
1863,27009,2024-01-15,473.79,Delivery Delay,Requested
1864,27025,2025-10-13,902.34,Missing Item,Requested
1865,27039,2024-01-30,598.34,Delivery Delay,Approved
1866,27052,2024-06-17,838.16,Delivery Delay,Processed
1867,27073,2025-07-01,222.82,Payment Issue,Approved
1868,27082,2024-11-03,1236.5,Missing Item,Approved
1869,27093,2024-12-16,760.11,Missing Item,Approved
1870,27100,2024-12-12,1013.41,Delivery Delay,Requested
1871,27126,2025-09-10,154.13,Missing Item,Approved
1872,27136,2026-04-15,357.45,Delivery Delay,Requested
1873,27137,2025-07-20,478.66,Incorrect Order,Rejected
1874,27142,2025-09-13,652.98,Missing Item,Approved
1875,27225,2024-10-08,1313.98,Payment Issue,Rejected
1876,27245,2024-07-24,653.68,Payment Issue,Requested
1877,27252,2026-08-16,573.02,Poor Food Quality,Approved
1878,27302,2025-12-15,154.45,Poor Food Quality,Processed
1879,27307,2025-12-23,188.23,Missing Item,Rejected
1880,27308,2025-05-02,355.95,Missing Item,Processed
1881,27350,2024-07-27,769.07,Delivery Delay,Processed
1882,27384,2025-09-25,655.72,Payment Issue,Processed
1883,27386,2024-05-02,344.64,Payment Issue,Approved
1884,27396,2025-08-18,367.55,Missing Item,Processed
1885,27411,2024-08-25,459.09,Delivery Delay,Approved
1886,27439,2025-12-21,570.15,Poor Food Quality,Processed
1887,27450,2026-05-18,472.06,Payment Issue,Approved
1888,27460,2023-12-24,-238.99,Payment Issue,Rejected
1889,27462,2024-02-16,242.91,Missing Item,Processed
1890,27474,2026-06-01,743.78,Missing Item,Rejected
1891,27475,2025-08-26,250.63,Poor Food Quality,Approved
1892,27479,2025-01-06,857.94,Missing Item,Processed
1893,27483,2026-04-23,550.0,Incorrect Order,Approved
1894,27485,2024-05-08,277.18,Incorrect Order,Approved
1895,27507,2026-04-16,201.58,Payment Issue,Approved
1896,27509,2024-06-03,555.1,Missing Item,Approved
1897,27516,2025-09-14,691.61,Incorrect Order,Processed
1898,27539,2024-06-04,150.04,Missing Item,Rejected
1899,27559,2024-04-17,384.02,Delivery Delay,Approved
1900,27582,2024-09-10,-148.23,Incorrect Order,Approved
1901,27619,2026-02-16,121.1,Incorrect Order,Approved
1902,27626,2025-10-08,1039.98,Poor Food Quality,Processed
1903,27654,2023-12-14,1167.71,Payment Issue,Approved
1904,27655,2025-01-09,364.1,Incorrect Order,Approved
1905,27666,2023-12-14,900.92,Missing Item,Processed
1906,27682,2025-02-24,45.35,Poor Food Quality,Approved
1907,27691,2024-01-14,610.81,Delivery Delay,Processed
1908,27699,2024-06-10,325.45,Poor Food Quality,Approved
1909,27732,2026-07-09,111.25,Payment Issue,Requested
1910,27760,2025-10-08,231.38,Payment Issue,Approved
1911,27768,2024-01-02,716.75,Incorrect Order,Approved
1912,27779,2024-06-07,1777.35,Poor Food Quality,Approved
1913,27810,2024-04-16,1597.03,Missing Item,Processed
1914,27814,2026-06-20,1241.84,Delivery Delay,Approved
1915,27825,2026-02-16,397.14,Delivery Delay,Rejected
1916,27827,2024-01-18,333.11,Delivery Delay,Approved
1917,27838,2024-03-21,560.93,Payment Issue,Processed
1918,27860,2026-03-04,933.96,Delivery Delay,Processed
1919,27862,2026-08-22,410.81,Poor Food Quality,Processed
1920,27883,2025-08-27,-953.27,Payment Issue,Processed
1921,27895,2024-06-30,164.24,Poor Food Quality,Rejected
1922,27900,2025-12-04,206.01,Payment Issue,Processed
1923,27918,2024-06-21,81.82,Incorrect Order,Rejected
1924,27920,2026-02-09,730.19,Missing Item,Processed
1925,27923,2026-02-20,641.39,Delivery Delay,Processed
1926,27929,2025-10-27,74.33,Poor Food Quality,Approved
1927,27943,2024-03-18,814.65,Delivery Delay,Rejected
1928,27952,2026-02-13,399.32,Delivery Delay,Processed
1929,27969,2026-07-11,168.78,Poor Food Quality,Approved
1930,27971,2026-07-28,741.3,Payment Issue,Processed
1931,27972,2025-07-21,257.02,Incorrect Order,Approved
1932,27975,2026-07-17,640.29,Poor Food Quality,Processed
1933,27978,2026-05-03,623.64,Payment Issue,Approved
1934,27990,2024-09-16,90.46,Poor Food Quality,Requested
1935,27998,2026-06-04,1346.34,Payment Issue,Approved
1936,28007,2024-10-01,1050.1,Payment Issue,Requested
1937,28054,2025-12-21,648.09,Incorrect Order,Rejected
1938,28063,2024-11-25,504.75,Payment Issue,Rejected
1939,28085,2025-02-20,929.26,Incorrect Order,Rejected
1940,28092,2025-04-22,587.88,Poor Food Quality,Processed
1941,28098,2024-12-24,643.31,Incorrect Order,Processed
1942,28136,2026-04-17,570.19,Delivery Delay,Processed
1943,28151,2025-08-26,125.43,Missing Item,Approved
1944,28160,2025-12-05,393.66,Incorrect Order,Processed
1945,28163,2024-04-04,492.6,Incorrect Order,Rejected
1946,28170,2025-06-19,207.52,Payment Issue,Approved
1947,28179,2024-05-23,755.31,Poor Food Quality,Requested
1948,28200,2025-11-08,26.73,Incorrect Order,Rejected
1949,28230,2024-08-15,211.27,Delivery Delay,Processed
1950,28244,2026-01-30,2269.92,Incorrect Order,Processed
1951,28247,2024-06-16,442.24,Poor Food Quality,Processed
1952,28251,2025-06-26,950.37,Poor Food Quality,Approved
1953,28255,2026-02-16,807.53,Missing Item,Rejected
1954,28261,2024-06-16,124.29,Delivery Delay,Rejected
1955,28274,2025-07-07,1326.24,Poor Food Quality,Approved
1956,28278,2026-03-30,39.15,Poor Food Quality,Rejected
1957,28298,2024-06-21,409.72,Incorrect Order,Processed
1958,28311,2024-01-10,47.23,Missing Item,Processed
1959,28443,2026-07-05,336.11,Poor Food Quality,Requested
1960,28448,2024-12-25,330.34,Poor Food Quality,Processed
1961,28464,2025-05-22,1346.83,Missing Item,Processed
1962,28494,2024-12-27,88.52,Payment Issue,Rejected
1963,28496,2024-12-19,1407.86,Poor Food Quality,Rejected
1964,28498,2026-03-29,553.53,Delivery Delay,Processed
1965,28513,2025-03-16,211.32,Payment Issue,Approved
