OrderID,CustomerID,BranchID,EmployeeID,OrderDate,OrderTime,OrderType,OrderStatus,Subtotal,DiscountAmount,TaxAmount,TotalAmount,PaymentMode
32945,2019,15,536,2024-02-23,12:49:45,DELIVERY,Cancelled,1877.4,99.46,88.9,1866.84,Debit Card
32946,4129,17,619,2026-07-08,14:16:51,dine-in,Completed,734.08,71.65,33.12,695.55,UPI
32947,10035,13,455,2024-12-17,14:53:09,Delivery,Completed,1022.34,0.0,51.12,1073.46,UPI
32948,641,10,356,2025-06-29,14:57:42,Takeaway,Completed,735.42,110.31,31.26,656.37,Cash
32949,7936,5,167,2026-01-18,18:40:44,Delivery,Completed,41.41,0.0,2.07,43.48,Wallet
32950,9259,9,320,2024-09-21,14:42:31,Takeaway,Completed,510.45,10.26,25.01,525.2,Credit Card
32951,10578,9,302,2024-04-27,18:02:40,Takeaway,Completed,554.57,28.03,26.33,552.87,Debit Card
32952,5189,5,167,2025-09-16,14:53:12,Delivery,Completed,1037.41,42.04,49.77,1045.14,Cash
32953,2981,8,264,2024-12-11,20:57:35,Delivery,Refunded,2063.86,0.0,103.19,2167.05,Credit Card
32954,5089,3,105,2024-01-14,20:47:30,Delivery,Completed,2603.77,173.95,121.49,2551.31,UPI
32955,3066,15,538,2025-03-22,21:23:06,Delivery,Completed,393.65,28.8,18.24,383.09,UPI
32956,588,4,141,2026-04-07,22:25:08,Delivery,Completed,1708.66,117.12,79.58,1671.12,UPI
32957,9198,11,386,2026-04-11,14:43:13,Delivery,Completed,664.26,0.0,33.21,697.47,Debit Card
32958,10568,12,444,2024-03-23,20:42:26,Takeaway,Completed,853.46,0.0,42.67,896.13,UPI
32959,2504,4,134,2024-11-13,19:31:35,Delivery,Refunded,1384.16,0.0,69.21,1453.37,UPI
32960,3110,3,94,2026-08-01,21:08:49,Delivery,Completed,780.05,78.0,35.1,737.15,UPI
32961,3923,4,125,2024-06-10,18:34:02,Takeaway,Completed,1023.15,25.64,49.88,1047.39,UPI
32962,7780,5,165,2025-03-23,15:54:16,Dine-In,Completed,844.65,0.0,42.23,886.88,UPI
32963,7199,3,111,2025-10-01,19:33:04,Dine-In,Completed,821.13,0.0,41.06,862.19,Credit Card
32964,338,10,343,2024-07-24,18:09:21,Dine-In,Completed,928.4,0.0,46.42,974.82,UPI
32965,7279,16,572,2025-04-25,19:22:03,Takeaway,Completed,461.58,37.16,21.22,445.64,Debit Card
32966,11483,19,706,2025-07-16,20:22:55,Delivery,Completed,268.8,13.44,12.77,268.13,Cash
32967,7559,15,555,2026-02-18,12:40:49,Takeaway,Completed,880.26,0.0,44.01,924.27,Cash
32968,11836,12,445,2026-05-23,19:44:46,Takeaway,Cancelled,1732.06,183.32,77.44,1626.18,UPI
32969,7025,5,160,2024-09-06,21:08:23,Dine-In,Completed,182.17,0.0,9.11,191.28,UPI
32970,5873,8,274,2024-05-19,20:28:12,Delivery,Completed,1113.78,114.51,49.96,1049.23,UPI
32971,10652,3,96,2026-03-07,18:49:26,Delivery,COMPLETED,2137.89,142.08,99.79,2095.6,Debit Card
32972,2215,8,277,2025-01-23,19:56:20,Delivery,Completed,356.04,35.6,16.02,336.46,UPI
32973,11425,17,602,2024-08-14,20:33:10,Dine-In,Completed,1816.92,72.43,87.22,1831.71,Cash
32974,5467,3,88,2024-09-21,12:58:48,Delivery,Completed,646.44,32.73,30.69,644.4,UPI
32975,5006,19,699,2025-03-13,17:49:55,Delivery,Completed,1509.4,214.56,64.74,1359.58,Credit Card
32976,10381,17,617,2024-12-21,19:56:38,DINE-IN,Completed,68.37,10.26,2.91,61.02,UPI
32977,124,7,232,2024-02-17,19:14:15,Dine-In,Completed,1152.81,58.05,54.74,1149.5,Cash
32978,7735,11,375,2024-04-01,18:40:23,Dine-In,Completed,484.41,0.0,24.22,508.63,UPI
32979,1755,5,158,2025-12-20,18:47:31,Delivery,Completed,1104.44,34.94,53.48,1122.98,UPI
32980,4007,5,180,2026-07-17,13:35:50,Dine-In,Completed,533.87,0.0,26.69,560.56,Debit Card
32981,9729,5,168,2025-08-16,14:19:43,Dine-In,Completed,1397.91,48.17,67.49,1417.23,Debit Card
32982,3413,5,182,2025-10-19,19:36:12,Dine-In,Completed,630.3,7.65,31.13,653.78,UPI
32983,6716,15,534,2025-11-08,20:15:18,Dine-In,Completed,496.54,0.0,24.83,521.37,Debit Card
32984,4482,8,264,2024-07-24,20:30:59,Delivery,Completed,1099.78,97.75,50.1,1052.13,UPI
32985,3976,19,690,2026-05-16,13:11:13,Takeaway,Completed,1335.65,0.0,66.78,1402.43,UPI
32986,9124,5,158,2024-05-11,20:30:32,Dine-In,Completed,620.31,0.0,31.02,651.33,Debit Card
32987,4954,11,376,2025-07-12,19:05:30,Takeaway,Completed,820.1,0.0,41.0,861.1,Debit Card
32988,3073,5,177,2023-12-17,20:58:44,Takeaway,Completed,122.34,18.35,5.2,109.19,Cash
32989,5221,5,171,2025-12-13,13:08:54,Delivery,Completed,531.72,0.0,26.59,558.31,Cash
32990,970,19,701,2025-05-15,18:48:14,Delivery,Refunded,368.99,16.36,17.63,370.26,Debit Card
32991,8306,8,281,2026-08-05,20:06:16,Dine-In,Completed,1916.32,78.56,91.89,1929.65,Debit Card
32992,12148,13,462,2025-11-03,13:04:25,Dine-In,Completed,416.16,0.0,20.81,436.97,Credit Card
32993,153,8,270,2025-12-20,18:53:27,Delivery,Completed,1466.85,42.31,71.23,1495.77,UPI
32994,9434,2,46,2024-01-13,12:28:21,Takeaway,Completed,1395.59,93.14,65.12,1367.57,Cash
32995,10501,12,445,2026-07-14,13:05:55,Dine-In,Completed,838.04,12.16,41.29,867.17,Debit Card
32996,5455,5,175,2025-05-24,21:01:54,Takeaway,Completed,780.9,0.0,39.04,819.94,UPI
32997,12309,5,184,2024-03-09,21:13:32,Takeaway,COMPLETED,1337.15,70.75,63.32,1329.72,UPI
32998,2777,9,295,2025-11-16,21:53:22,Dine-In,completed,477.33,47.73,21.48,451.08,Cash
32999,11957,2,47,2024-08-25,18:20:06,Takeaway,Completed,1089.83,104.95,49.24,1034.12,UPI
33000,7428,17,612,2025-04-26,13:25:18,Dine-In,Completed,195.76,19.58,8.81,184.99,Wallet
33001,3727,5,171,2025-10-04,14:02:41,Dine-In,Completed,1067.68,81.98,49.28,1034.98,UPI
33002,9415,4,125,2024-11-30,21:01:56,Takeaway,Completed,2057.16,260.87,89.81,1886.1,UPI
33003,4988,17,601,2026-06-28,13:06:16,Dine-In,Completed,367.02,55.05,15.6,327.57,Wallet
33004,3197,5,171,2025-05-31,20:28:37,Delivery,Refunded,49.95,0.0,2.5,52.45,Debit Card
33005,4856,8,262,2025-04-05,12:12:52,Delivery,Completed,620.31,0.0,31.02,651.33,UPI
33006,5516,5,170,2025-11-23,14:23:16,Delivery,Completed,190.78,0.0,9.54,200.32,Cash
33007,44,17,622,2025-01-04,18:52:01,Dine-In,Completed,1383.34,98.4,64.25,1349.19,UPI
33008,10427,11,403,2025-08-20,11:22:14,Delivery,Completed,683.17,-14.69,33.42,701.9,Cash
33009,4168,17,624,2024-08-21,15:02:22,Takeaway,Completed,669.18,28.56,32.03,672.65,Credit Card
33010,7811,9,310,2025-01-15,12:39:14,Dine-In,Cancelled,1478.57,138.66,67.0,1406.91,Credit Card
33011,3896,4,121,2026-02-08,18:56:19,Delivery,Completed,442.71,0.0,22.14,464.85,Cash
33012,5380,15,526,2026-05-03,14:27:27,Takeaway,Completed,906.0,0.0,45.3,951.3,Cash
33013,3805,5,174,2025-05-17,10:59:15,Delivery,Completed,633.35,32.28,30.05,631.12,Cash
33014,106,8,263,2024-12-16,16:09:03,Delivery,Cancelled,341.2,6.35,16.74,351.59,Debit Card
33015,9256,5,171,2024-05-18,20:31:12,Dine-In,Completed,1820.36,131.62,84.44,1773.18,UPI
33016,6151,12,441,2025-03-11,12:53:08,Dine-In,Completed,477.64,0.0,23.88,501.52,Credit Card
33017,2851,5,187,2026-03-09,13:36:03,Delivery,Completed,183.14,9.16,8.7,182.68,Cash
33018,9930,8,272,2026-01-03,11:14:26,Takeaway,Completed,886.09,62.39,41.18,864.88,Wallet
33019,8626,4,139,2026-06-25,13:17:20,Delivery,Completed,695.21,0.0,34.76,729.97,Debit Card
33020,1684,6,214,2025-01-03,19:15:18,Dine-In,COMPLETED,255.61,19.62,11.8,247.79,Cash
33021,2343,6,211,2026-03-09,20:38:01,Dine-In,Cancelled,68.37,10.26,2.91,61.02,Cash
33022,6829,11,380,2025-09-06,19:47:17,Takeaway,Completed,340.69,14.48,16.31,342.52,Cash
33023,5693,16,571,2026-05-19,20:16:03,Dine-In,Completed,653.16,20.51,31.63,664.28,Debit Card
33024,11878,5,165,2024-04-06,18:42:57,Dine-In,Completed,338.72,35.82,15.15,318.05,UPI
33025,9622,15,546,2024-02-18,12:54:04,Dine-In,Completed,206.77,0.0,10.34,217.11,Debit Card
33026,9571,20,743,2024-12-09,14:38:41,Delivery,Completed,772.7,46.92,36.29,762.07,UPI
33027,7917,3,97,2023-12-20,20:06:45,delivery,Completed,942.71,59.23,44.17,927.65,Credit Card
33028,7366,8,264,2024-07-25,21:57:12,Takeaway,Completed,733.86,73.39,33.02,693.49,Debit Card
33029,12244,16,575,2024-07-11,17:02:46,Dine-In,Completed,549.0,54.9,24.7,518.8,Debit Card
33030,11849,4,137,2024-03-02,20:27:09,Delivery,Completed,478.77,0.0,23.94,502.71,
33031,3503,16,571,2025-05-31,22:57:15,Delivery,completed,1103.13,110.31,49.64,1042.46,UPI
33032,9941,6,226,2026-05-02,21:44:35,Dine-In,Completed,1675.46,45.67,81.49,1711.28,Debit Card
33033,5044,8,284,2025-12-20,14:06:41,Delivery,Cancelled,487.36,73.1,20.71,434.97,Debit Card
33034,5405,2,79,2025-12-13,22:34:21,Dine-In,Completed,1175.43,92.83,54.13,1136.73,UPI
33035,1093,8,272,2025-04-19,18:37:29,Dine-In,Completed,766.44,16.48,37.5,787.46,UPI
33036,3992,5,185,2025-07-05,16:45:54,Delivery,Completed,1727.35,9.6,85.89,1803.64,Cash
33037,11408,2,67,2024-08-03,15:05:39,Delivery,Completed,1116.87,46.57,53.52,1123.82,UPI
33038,1774,17,618,2024-08-04,18:48:14,Dine-In,Completed,574.05,14.4,27.98,587.63,Debit Card
33039,5103,5,157,2026-01-11,18:58:41,Dine-In,Completed,1356.67,106.21,62.52,1312.98,UPI
33040,5995,5,180,2024-10-26,15:05:41,Delivery,Cancelled,280.29,14.01,13.31,1677.54,Credit Card
33041,8642,2,76,2026-06-07,20:53:11,Delivery,Completed,832.71,112.54,36.01,756.18,Cash
33042,10307,5,173,2026-01-03,12:20:03,Delivery,Completed,464.38,38.16,21.31,447.53,Credit Card
33043,140,8,265,2025-10-13,14:05:29,Delivery,Completed,345.11,0.0,17.26,362.37,Wallet
33044,9671,17,597,2024-04-29,19:35:45,Takeaway,Completed,121.58,0.0,6.08,127.66,Credit Card
33045,7922,8,287,2026-04-15,18:59:35,Dine-In,Completed,442.35,29.83,20.63,433.15,
33046,6376,9,294,2024-10-02,19:47:02,Delivery,Completed,1247.5,51.4,59.8,1255.9,Cash
33047,9824,5,161,2026-01-28,17:30:52,Delivery,Completed,550.24,27.51,26.14,548.87,Wallet
33048,11780,17,611,2024-05-16,18:41:51,Delivery,Completed,1170.65,19.73,57.55,1208.47,UPI
33049,7933,5,182,2026-02-08,19:01:50,Takeaway,Cancelled,1318.96,24.37,64.73,1359.32,Cash
33050,8840,12,435,2024-06-08,12:41:41,Dine-In,Completed,648.68,10.34,31.92,670.26,UPI
33051,10102,8,275,2024-12-21,18:28:53,Takeaway,Completed,1748.04,6.84,87.06,1828.26,UPI
33052,10084,11,383,2025-09-02,17:24:33,Dine-In,Completed,591.78,29.59,28.11,590.3,Cash
33053,5987,6,218,2025-12-13,11:42:37,Takeaway,Completed,627.07,20.05,30.35,637.37,UPI
33054,360,5,186,2025-10-25,18:48:05,Dine-In,Completed,1521.82,116.09,70.29,1476.02,UPI
33055,4035,17,606,2026-01-24,12:13:26,Dine-In,Completed,624.24,93.64,26.53,557.13,UPI
33056,1626,12,430,2026-05-19,21:38:44,Takeaway,completed,712.3,28.97,34.17,717.5,Wallet
33057,3168,9,319,2024-01-24,21:48:53,Takeaway,Completed,1552.79,107.97,72.24,1517.06,Credit Card
33058,4301,9,294,2024-07-14,15:00:06,Dine-In,Completed,948.56,44.72,45.19,949.03,UPI
33059,3546,8,265,2026-01-03,19:57:58,Delivery,Completed,1728.35,9.79,85.93,1804.49,Cash
33060,338,5,186,2026-06-15,20:20:24,Dine-In,Completed,2290.91,11.56,113.97,2393.32,Debit Card
33061,5996,5,179,2026-04-08,10:11:40,Dine-In,Cancelled,1211.76,76.93,56.74,1191.57,Wallet
33062,6125,5,160,2025-12-21,12:52:23,Dine-In,Completed,121.58,0.0,6.08,127.66,Credit Card
33063,4665,19,712,2024-05-08,10:41:28,Takeaway,Completed,484.41,48.44,21.8,457.77,UPI
33064,11245,7,257,2024-01-28,16:19:40,Takeaway,Completed,2138.9,35.52,105.17,2208.55,UPI
33065,8197,5,149,2025-04-07,17:55:25,Dine-In,Completed,64.68,0.0,3.23,67.91,Debit Card
33066,5996,8,282,2025-02-08,14:07:40,Takeaway,Completed,448.73,5.05,22.18,465.86,UPI
33067,9352,5,164,2024-03-30,19:44:29,Takeaway,completed,948.67,76.82,43.59,915.44,UPI
33068,10793,8,261,2026-07-18,12:26:18,Dine-In,Completed,1027.27,22.95,50.22,1054.54,Debit Card
33069,8404,9,295,2025-04-14,22:04:53,Dine-In,Completed,68.37,3.42,3.25,68.2,UPI
33070,12493,17,618,2024-03-10,19:03:02,Takeaway,Completed,149.85,7.49,7.12,149.48,Credit Card
33071,4415,5,184,2025-01-08,14:52:49,Delivery,Cancelled,576.9,36.56,27.02,567.36,Credit Card
33072,10238,17,594,2025-09-23,15:55:45,Delivery,Completed,154.26,0.0,7.71,161.97,Debit Card
33073,4315,8,282,2025-05-24,19:42:26,Dine-In,Completed,234.61,0.0,11.73,246.34,UPI
33074,10379,8,272,2024-05-25,22:27:48,Dine-In,Completed,93.62,0.0,4.68,98.3,Wallet
33075,2040,5,171,2025-11-02,22:53:35,Delivery,Completed,640.02,69.42,28.53,599.13,Debit Card
33076,11161,15,533,2025-12-20,19:08:12,Delivery,Completed,484.41,24.22,23.01,483.2,Credit Card
33077,10239,5,175,2024-10-23,13:52:35,Delivery,Completed,289.12,5.05,14.2,298.27,Wallet
33078,6378,17,608,2025-11-17,12:19:25,Delivery,Completed,75.33,7.53,3.39,71.19,Wallet
33079,2405,20,727,2025-07-19,20:48:58,Dine-In,Completed,580.66,1.68,28.95,607.93,cash
33080,5791,5,172,2026-02-23,16:12:37,Dine-In,Completed,244.68,24.47,11.01,231.22,UPI
33081,11761,19,684,2025-11-02,18:42:42,Takeaway,Completed,1719.57,107.71,80.59,1692.45,Cash
33082,11166,19,696,2024-12-28,19:46:53,Dine-In,Completed,381.56,38.16,17.17,360.57,Debit Card
33083,4997,5,167,2026-06-09,20:47:58,Takeaway,Completed,535.66,10.64,26.25,551.27,UPI
33084,1642,5,173,2025-07-19,18:51:44,Dine-In,completed,474.75,0.0,23.74,498.49,UPI
33085,7428,5,149,2026-04-19,18:19:29,Dine-In,Completed,327.26,0.0,16.36,343.62,Cash
33086,9830,19,707,2024-07-01,13:39:56,Delivery,Refunded,2573.09,140.29,121.64,2554.44,Credit Card
33087,1058,12,406,2025-06-07,21:44:29,Takeaway,Completed,816.33,114.8,35.08,736.61,Cash
33088,4074,3,104,2025-01-12,10:05:15,Dine-In,Completed,1102.42,0.0,55.12,1157.54,DEBIT CARD
33089,1936,5,158,2024-11-20,20:22:21,Delivery,Completed,2786.18,417.92,118.41,2486.67,Debit Card
33090,4390,8,286,2025-09-13,19:31:05,Dine-In,Completed,1659.82,108.88,77.55,1628.49,DEBIT CARD
33091,9838,8,263,2024-11-08,14:48:51,Takeaway,Cancelled,769.32,0.0,38.47,807.79,UPI
33092,11987,4,138,2023-12-16,14:41:34,Dine-In,Completed,698.88,69.89,31.45,660.44,UPI
33093,4736,19,708,2026-03-09,14:33:35,Takeaway,Completed,2248.93,41.64,110.36,2317.65,Cash
33094,7292,19,685,2024-04-27,19:54:58,Delivery,Completed,366.0,0.0,18.3,384.3,UPI
33095,3788,3,112,2023-12-13,20:42:39,Dine-In,Completed,1584.33,63.31,76.05,1597.07,Cash
33096,8050,16,580,2024-04-07,19:02:51,Delivery,Completed,190.41,0.0,9.52,199.93,UPI
33097,8870,6,210,2024-06-18,12:09:30,Dine-In,Completed,1290.98,21.27,63.49,1333.2,UPI
33098,6243,15,541,2024-03-21,15:42:36,Takeaway,Completed,1866.22,43.46,91.14,1913.9,Wallet
33099,890,5,152,2024-02-12,13:04:14,Takeaway,Completed,819.27,0.0,40.96,860.23,Credit Card
33100,11435,8,280,2025-11-16,14:49:45,Delivery,Completed,122.76,0.0,6.14,128.9,Debit Card
33101,6115,12,445,2025-06-22,12:05:59,Dine-In,Cancelled,889.74,75.53,40.71,854.92,UPI
33102,10044,13,453,2023-12-30,14:39:45,Delivery,Cancelled,186.86,0.0,9.34,196.2,UPI
33103,12258,17,601,2025-09-18,18:01:59,Dine-In,completed,665.46,25.94,31.98,671.5,UPI
33104,9680,5,169,2026-07-06,18:09:25,Dine-In,Completed,587.96,36.55,27.57,578.98,UPI
33105,2884,4,137,2026-06-04,19:56:49,Delivery,Completed,1511.73,146.13,68.28,1433.88,Debit Card
33106,413,17,608,2024-06-11,13:34:28,Dine-In,Completed,232.37,9.6,11.14,233.91,Cash
33107,100,5,163,2024-01-14,19:12:31,Delivery,Completed,904.82,135.72,38.46,807.56,Cash
33108,2170,5,150,2025-05-24,21:02:44,Delivery,Completed,1786.57,35.19,87.57,1838.95,Cash
33109,6960,11,391,2024-01-06,21:19:39,Takeaway,Completed,2690.27,96.51,129.69,2723.45,UPI
33110,8022,3,94,2026-02-07,21:17:42,Delivery,Completed,220.7,33.1,9.38,196.98,UPI
33111,8695,4,139,2025-10-29,20:16:51,Dine-In,Completed,848.64,51.8,39.84,836.68,UPI
33112,630,10,362,2025-01-02,19:00:10,Dine-In,Completed,478.77,47.88,21.54,452.43,Debit Card
33113,5886,5,172,2025-07-27,21:00:24,Dine-In,Completed,549.0,54.9,24.7,518.8,Debit Card
33114,6047,12,424,2024-04-27,20:56:35,Dine-In,Completed,636.23,7.96,31.41,659.68,UPI
33115,4652,5,171,2024-04-06,14:25:47,Dine-In,Completed,268.65,10.5,12.91,271.06,Wallet
33116,3820,3,103,2026-04-18,18:57:18,Delivery,Completed,1048.32,157.25,44.55,935.62,UPI
33117,8178,5,184,2024-01-21,15:38:34,Takeaway,Completed,478.77,0.0,23.94,502.71,UPI
33118,5949,5,161,2024-12-06,13:05:33,Delivery,Completed,1253.69,117.78,56.8,1192.71,UPI
33119,4103,5,161,2025-02-07,20:13:11,Dine-In,Completed,541.54,46.8,24.74,519.48,UPI
33120,7995,5,175,2026-06-24,20:04:48,Delivery,Completed,478.02,20.54,22.87,480.35,Cash
33121,8375,8,262,2024-09-18,15:35:43,Dine-In,Completed,1295.29,103.94,59.57,1250.92,Credit Card
33122,10865,13,464,2026-02-15,12:00:16,Delivery,Completed,1271.88,157.67,55.71,1169.92,upi
33123,2378,5,174,2024-04-27,18:46:49,Takeaway,Completed,469.22,23.46,22.29,468.05,Debit Card
33124,11823,4,145,2025-05-03,20:36:31,takeaway,Completed,788.72,57.32,36.57,767.97,Cash
33125,1918,20,735,2025-10-08,14:23:34,Takeaway,Completed,903.36,81.98,41.07,862.45,UPI
33126,647,5,186,2024-12-28,16:51:51,Delivery,Cancelled,1964.02,136.72,91.36,1918.66,Wallet
33127,8064,17,606,2024-03-20,19:42:39,Dine-In,Completed,1521.96,104.83,70.86,1487.99,Debit Card
33128,10627,15,542,2024-04-23,19:14:16,Takeaway,Completed,1481.91,82.41,69.98,1469.48,UPI
33129,8680,5,157,2025-10-28,10:00:10,Delivery,Completed,560.43,8.24,27.61,579.8,Debit Card
33130,5011,17,610,2026-03-23,13:18:19,Dine-In,Completed,1005.86,67.88,46.9,984.88,Wallet
33131,9665,11,391,2024-11-16,21:20:50,Dine-In,Completed,2691.11,73.13,130.9,2748.88,UPI
33132,2049,17,603,2024-06-22,10:13:27,Takeaway,Completed,240.52,0.0,12.03,252.55,Cash
33133,3660,15,531,2024-05-06,19:04:17,Takeaway,Completed,1626.87,207.81,70.95,1490.01,UPI
33134,6981,12,441,2024-05-08,20:25:11,Dine-In,Completed,554.42,0.0,27.72,582.14,UPI
33135,5467,8,261,2024-06-19,10:20:50,Takeaway,Completed,238.82,35.82,10.15,213.15,UPI
33136,11905,17,593,2026-01-05,18:44:08,Takeaway,Completed,932.68,73.54,42.96,902.1,UPI
33137,7491,5,169,2026-03-28,22:52:49,Delivery,Completed,97.93,0.0,4.9,616.98,UPI
33138,1498,17,610,2024-11-09,18:42:04,Takeaway,Completed,959.22,23.86,46.77,982.13,UPI
33139,7912,19,672,2024-09-10,17:14:53,Dine-In,Completed,1017.78,127.73,44.5,934.55,UPI
33140,8941,8,265,2026-01-11,19:28:02,Delivery,Refunded,1214.49,58.48,57.8,1213.81,UPI
33141,7881,5,170,2025-05-24,19:53:21,Takeaway,Completed,366.28,0.0,18.31,384.59,Debit Card
33142,1139,8,285,2025-01-04,18:23:22,Dine-In,Completed,122.76,0.0,6.14,128.9,Debit Card
33143,7714,4,147,2024-05-12,11:12:07,Delivery,Completed,572.34,0.0,28.62,600.96,UPI
33144,5047,12,428,2024-07-13,21:13:15,Dine-In,Completed,220.7,0.0,11.04,231.74,Debit Card
33145,6841,11,389,2024-04-15,12:19:40,Dine-In,Completed,867.01,82.35,39.23,823.89,Debit Card
33146,10529,8,268,2025-11-24,19:40:12,Dine-In,Cancelled,378.84,3.42,18.77,394.19,Cash
33147,963,12,441,2024-03-22,13:42:08,Takeaway,Cancelled,200.54,20.05,9.02,189.51,Credit Card
33148,2838,5,165,2025-12-04,19:58:31,Dine-In,Completed,151.74,22.76,6.45,135.43,UPI
33149,4782,19,692,2024-01-06,21:19:49,Dine-In,Cancelled,706.22,23.7,34.13,716.65,Debit Card
33150,1718,13,455,2025-09-19,21:01:41,Dine-In,Completed,1172.02,49.68,56.12,1178.46,UPI
33151,7559,5,160,2025-12-13,21:31:35,Dine-In,Completed,206.87,10.34,9.83,206.36,Credit Card
33152,6030,20,739,2026-05-08,12:30:58,Delivery,Completed,1317.7,102.88,60.74,1275.56,Credit Card
33153,11399,5,160,2026-06-15,21:23:54,Delivery,Completed,591.0,59.28,26.59,558.31,Debit Card
33154,4316,19,681,2025-05-10,13:37:21,Dine-In,Completed,373.56,35.52,16.9,354.94,UPI
33155,10599,5,151,2025-05-02,10:03:50,Delivery,Completed,530.8,0.0,26.54,557.34,Debit Card
33156,3620,15,536,2025-08-30,12:38:10,Delivery,Completed,791.72,100.45,34.56,725.83,UPI
33157,4792,16,572,2026-04-15,18:34:29,Delivery,Completed,318.01,0.0,15.9,333.91,UPI
33158,10972,9,299,2024-10-19,11:40:36,Dine-In,Completed,998.97,29.51,48.47,1017.93,UPI
33159,10667,4,138,2026-03-08,20:23:43,Delivery,Completed,925.22,0.0,46.26,971.48,Wallet
33160,10513,3,101,2025-02-01,18:44:48,Delivery,Completed,303.48,30.35,13.66,286.79,UPI
33161,8901,7,252,2025-09-06,14:35:29,Dine-In,Completed,1279.21,43.52,61.78,1297.47,UPI
33162,6130,9,313,2025-08-02,20:39:46,Takeaway,Completed,831.59,0.0,41.58,873.17,UPI
33163,9994,19,690,2026-01-17,17:10:15,Delivery,Completed,484.41,-0.0,24.22,508.63,
33164,5501,2,50,2025-06-02,17:24:09,Dine-In,Completed,875.97,87.59,39.42,827.8,UPI
33165,11640,17,614,2024-10-29,14:33:57,Delivery,Completed,878.98,0.0,43.95,922.93,UPI
33166,2200,15,521,2024-03-06,20:20:50,Dine-In,Completed,1245.18,124.69,56.02,1176.51,Cash
33167,2266,17,602,2025-09-27,11:03:28,Delivery,Completed,1424.1,77.16,67.35,1414.29,cash
33168,12452,3,84,2024-07-31,14:34:42,Dine-In,Completed,442.71,22.14,21.03,441.6,UPI
33169,4262,2,49,2024-10-28,14:38:30,delivery,Completed,1026.33,47.73,48.93,1027.53,UPI
33170,757,7,233,2025-04-12,19:05:00,Delivery,Completed,1092.69,62.03,51.53,1082.19,UPI
33171,249,18,660,2024-06-08,22:14:32,Dine-In,Completed,1328.07,35.19,64.64,1357.52,UPI
33172,113,12,424,2025-08-13,21:09:32,Dine-In,Completed,775.74,14.68,38.05,799.11,Cash
33173,10882,16,577,2026-02-19,12:16:20,Takeaway,Completed,620.31,0.0,31.02,651.33,Credit Card
33174,4426,11,397,2024-03-16,11:53:38,Dine-In,Completed,944.56,49.81,44.74,939.49,UPI
33175,10734,17,620,2024-01-06,13:09:32,Takeaway,Completed,1389.37,41.19,67.41,1415.59,Debit Card
33176,10132,8,274,2025-04-21,21:56:21,Takeaway,Completed,1622.52,33.32,79.46,1668.66,Cash
33177,5672,11,375,2024-05-25,19:08:20,Delivery,Completed,879.1,71.7,40.37,847.77,UPI
33178,6618,12,440,2026-08-01,13:23:33,Takeaway,Cancelled,1103.13,0.0,55.16,1158.29,Wallet
33179,2147,6,215,2023-12-22,12:12:04,Takeaway,Completed,1257.53,96.12,58.07,1219.48,Cash
33180,12037,5,170,2025-12-20,20:24:09,Dine-In,COMPLETED,300.59,15.03,14.28,299.84,UPI
33181,9539,9,294,2025-10-25,19:09:46,Dine-In,completed,1115.54,59.59,52.8,1108.75,Debit Card
33182,9770,12,438,2024-08-03,18:50:19,Delivery,Completed,237.0,0.0,11.85,248.85,UPI
33183,10631,8,269,2023-12-24,12:15:08,Delivery,Completed,220.7,0.0,11.04,231.74,Debit Card
33184,3136,5,165,2025-08-17,18:31:34,Dine-In,Completed,1997.42,179.39,90.9,1908.93,Cash
33185,3618,6,227,2025-12-01,12:53:41,Delivery,Completed,354.48,53.17,15.07,316.38,UPI
33186,30,13,469,2025-11-22,14:10:30,Delivery,Completed,464.55,3.17,23.07,484.45,Wallet
33187,12222,5,173,2024-06-19,12:45:18,Delivery,Completed,1887.33,29.51,92.89,1950.71,Debit Card
33188,6007,10,356,2026-02-28,13:09:54,Delivery,completed,927.29,99.33,41.4,869.36,UPI
33189,6889,13,456,2024-06-15,14:44:44,Delivery,Completed,1020.5,20.68,49.99,1049.81,Wallet
33190,11224,3,90,2025-03-08,19:10:16,Takeaway,Completed,366.28,0.0,18.31,384.59,Cash
33191,5076,5,161,2024-04-15,15:11:49,Delivery,Completed,1353.56,68.79,64.24,1349.01,Wallet
33192,9910,17,603,2024-06-20,19:23:12,Dine-In,Completed,512.88,76.93,21.8,457.75,Debit Card
33193,7835,19,682,2024-06-10,19:51:27,Dine-In,Completed,1354.23,0.0,67.71,1421.94,Debit Card
33194,11640,5,149,2024-12-22,22:54:09,Takeaway,Completed,581.68,42.26,26.97,566.39,UPI
33195,2525,18,666,2024-06-22,11:53:35,Dine-In,Completed,1634.24,21.13,80.66,1693.77,UPI
33196,1731,5,186,2026-01-18,14:52:14,Takeaway,Completed,1030.65,127.53,45.16,948.28,Cash
33197,293,16,584,2025-03-10,22:28:16,Takeaway,Completed,1055.06,72.31,49.14,1031.89,UPI
33198,2788,10,330,2025-01-18,17:31:45,Dine-In,Completed,2480.96,227.18,112.69,2366.47,Debit Card
33199,5446,10,341,2025-05-28,18:12:35,Dine-In,COMPLETED,620.94,0.0,31.05,651.99,UPI
33200,1771,17,600,2026-07-11,14:24:05,Delivery,Completed,527.28,14.09,25.66,538.85,Debit Card
33201,5434,7,255,2024-07-08,20:51:58,Delivery,Completed,2168.66,221.49,97.36,2044.53,UPI
