DeliveryID,OrderID,DeliveryPartner,DeliveryDistanceKM,OrderReadyTime,DeliveryPickupTime,DeliveryTime,DeliveryStatus,DeliveryFee
11769,33921,Porter,4.92,2024-09-29 17:19:33,2024-09-29 17:34:33,,Failed,57.04
11770,33922,Own Fleet,8.42,2024-07-11 21:36:52,2024-07-11 21:45:52,2024-07-11 22:24:52,Delivered,70.36
11771,33924,Own Fleet,10.89,2024-06-01 19:13:36,2024-06-01 19:23:36,,Cancelled,75.79
11772,33938,Swiggy Genie,13.05,2024-10-19 22:06:36,2024-10-19 22:11:36,2024-10-19 22:59:36,Delivered,112.73
11773,33939,Swiggy Genie,7.28,2026-04-18 19:21:13,2026-04-18 19:23:13,2026-04-18 19:48:13,Delivered,73.85
11774,33940,Shadowfax,2.4,2025-09-06 11:44:47,2025-09-06 11:46:47,,Cancelled,38.43
11775,33946,Shadowfax,7.98,2025-08-09 13:58:00,2025-08-09 14:01:00,2025-08-09 14:42:00,Delivered,91.06
11776,33948,Swiggy Genie,2.99,2025-07-19 21:20:38,2025-07-19 21:30:38,2025-07-19 21:44:38,Delivered,43.89
11777,33949,Dunzo,8.75,2024-01-20 12:45:01,2024-01-20 12:49:01,2024-01-20 13:32:01,Delivered,83.04
11778,33951,Own Fleet,4.87,2024-08-05 10:55:18,2024-08-05 11:01:18,2024-08-05 11:31:18,Delivered,49.9
11779,33955,Porter,2.43,2024-02-24 14:42:01,2024-02-24 14:45:01,2024-02-24 15:06:01,Delivered,34.24
11780,33956,Dunzo,13.17,2025-09-20 12:31:02,2025-09-20 12:38:02,2025-09-20 13:50:02,Delivered,137.91
11781,33957,Porter,5.03,2026-03-03 12:20:26,2026-03-03 12:24:26,2026-03-03 12:42:26,Delivered,46.58
11782,33959,Swiggy Genie,11.13,2024-01-17 12:25:28,2024-01-17 12:33:28,2024-01-17 13:22:28,Delivered,87.57
11783,33960,Porter,10.27,2026-03-02 21:32:54,2026-03-02 21:40:54,2026-03-02 22:08:54,Delivered,110.32
11784,33961,Own Fleet,4.25,2026-06-22 17:45:32,2026-06-22 17:47:32,2026-06-22 18:12:32,Delivered,53.45
11785,33963,Dunzo,12.0,2024-02-17 15:13:49,2024-02-17 15:19:49,2024-02-17 15:59:49,Delivered,110.62
11786,33966,Swiggy Genie,13.66,2025-02-06 20:45:26,2025-02-06 21:00:26,2025-02-06 21:41:26,Delivered,115.73
11787,33970,Dunzo,8.7,2024-02-09 18:46:09,2024-02-09 18:53:09,2024-02-09 19:36:09,Delivered,81.68
11788,33974,Shadowfax,4.53,2024-05-18 12:50:52,2024-05-18 13:00:52,2024-05-18 13:27:52,Delivered,46.71
11789,33981,Dunzo,12.25,2024-09-11 21:27:18,2024-09-11 21:37:18,2024-09-11 22:26:18,Delivered,129.48
11790,33985,Shadowfax,9.79,2024-07-20 16:22:05,2024-07-20 16:26:05,,Cancelled,88.51
11791,33986,Dunzo,3.38,2025-12-31 14:36:12,2025-12-31 14:44:12,2025-12-31 15:02:12,Delivered,38.45
11792,33987,Porter,7.09,2024-05-25 22:08:24,2024-05-25 22:19:24,2024-05-25 22:43:24,Delivered,79.64
11793,33990,Dunzo,10.47,2026-05-13 20:26:04,2026-05-13 20:39:04,2026-05-13 21:30:04,Delivered,109.42
11794,33993,Own Fleet,6.1,2024-05-14 19:18:31,2024-05-14 19:32:31,2024-05-14 19:57:31,Delivered,54.86
11795,33995,Shadowfax,9.46,2026-01-10 19:18:52,2026-01-10 19:23:52,2026-01-10 19:57:52,Delivered,80.5
11796,33996,Own Fleet,10.68,2024-10-14 16:09:51,2024-10-14 16:20:51,2024-10-14 16:54:51,Delivered,105.55
11797,33998,Shadowfax,8.66,2024-10-19 20:35:32,2024-10-19 20:44:32,2024-10-19 21:14:32,Delivered,77.7
11798,34000,Own Fleet,14.06,2024-03-03 18:33:21,2024-03-03 18:38:21,2024-03-03 19:33:21,Delivered,117.47
11799,34005,Swiggy Genie,7.39,2025-09-16 20:36:00,2025-09-16 20:44:00,2025-09-16 21:14:00,Delivered,76.34
11800,34006,Shadowfax,13.37,2025-10-25 18:58:56,2025-10-25 19:12:56,2025-10-25 20:02:56,Delivered,89.9
11801,34007,Own Fleet,3.38,2026-07-05 20:19:07,2026-07-05 20:29:07,2026-07-05 20:52:07,Delivered,40.15
11802,34008,Shadowfax,7.59,2025-06-08 18:51:20,2025-06-08 19:05:20,2025-06-08 19:38:20,Delivered,78.74
11803,34012,Shadowfax,12.82,2026-07-04 20:29:28,2026-07-04 20:33:28,2026-07-04 21:40:28,Delivered,86.35
11804,34013,Own Fleet,12.94,2025-12-18 22:04:13,2025-12-18 22:07:13,,Returned,123.6
11805,34016,Dunzo,12.71,2023-12-27 13:32:49,2023-12-27 13:35:49,2023-12-27 14:28:49,Delivered,110.51
11806,34018,Swiggy Genie,12.56,2024-06-10 21:19:33,2024-06-10 21:28:33,2024-06-10 22:01:33,Delivered,104.67
11807,34020,Shadowfax,4.86,2025-01-03 18:20:52,2025-01-03 18:22:52,,Failed,46.2
11808,34021,Swiggy Genie,11.79,2024-03-03 14:12:28,2024-03-03 14:24:28,2024-03-03 15:13:28,Delivered,79.03
11809,34024,Swiggy Genie,11.56,2025-04-19 16:52:48,2025-04-19 17:00:48,2025-04-19 17:47:48,Delivered,91.84
11810,34026,Dunzo,13.91,2025-02-22 21:21:31,2025-02-22 21:28:31,2025-02-22 22:37:31,Delivered,119.13
11811,34029,Dunzo,10.68,2025-09-20 10:21:39,2025-09-20 10:30:39,,Cancelled,94.28
11812,34030,Dunzo,3.24,2023-12-30 16:22:12,2023-12-30 16:30:12,2023-12-30 16:54:12,Delivered,45.84
11813,34032,Dunzo,5.74,2026-07-16 14:23:13,2026-07-16 14:33:13,2026-07-16 15:05:13,Delivered,58.73
11814,34034,Shadowfax,2.44,2025-03-21 15:29:44,2025-03-21 15:37:44,2025-03-21 15:51:44,Delivered,34.21
11815,34036,Own Fleet,11.66,2026-04-04 14:55:36,2026-04-04 15:05:36,2026-04-04 15:45:36,Delivered,99.67
11816,34042,Dunzo,4.0,2025-05-16 18:43:30,2025-05-16 18:50:30,2025-05-16 19:07:30,Delivered,49.7
11817,34045,Swiggy Genie,2.6,2025-09-06 20:55:48,2025-09-06 21:08:48,,Failed,33.07
11818,34055,Own Fleet,13.68,2026-05-14 18:57:06,2026-05-14 19:09:06,2026-05-14 20:00:06,Delivered,92.27
11819,34057,Own Fleet,13.53,2026-08-16 11:53:04,2026-08-16 11:58:04,2026-08-16 12:39:04,Delivered,132.94
11820,34060,Dunzo,6.84,2024-02-11 20:01:57,2024-02-11 20:03:57,,Cancelled,70.32
11821,34061,Shadowfax,12.34,2026-06-06 18:20:48,2026-06-06 18:23:48,2026-06-06 19:07:48,Delivered,101.89
11822,34062,Shadowfax,7.23,2025-11-22 21:43:11,2025-11-22 21:52:11,,Failed,71.69
11823,34068,Own Fleet,14.21,2024-08-21 19:48:11,2024-08-21 19:50:11,2024-08-21 20:44:11,Delivered,145.51
11824,34070,Swiggy Genie,11.36,2026-04-29 20:11:19,2026-04-29 20:17:19,2026-04-29 21:11:19,Delivered,113.97
11825,34072,Own Fleet,12.94,2024-08-03 13:46:03,2024-08-03 13:49:03,2024-08-03 14:57:03,Delivered,108.72
11826,34073,Shadowfax,13.3,2025-04-03 11:07:22,2025-04-03 11:15:22,2025-04-03 12:06:22,Delivered,102.84
11827,34080,Porter,11.59,2026-01-17 21:45:55,2026-01-17 21:58:55,2026-01-17 22:40:55,Delivered,100.27
11828,34082,Own Fleet,12.74,2024-08-18 18:41:15,2024-08-18 18:51:15,2024-08-18 19:48:15,Delivered,113.3
11829,34088,Shadowfax,4.69,2024-09-25 20:39:09,2024-09-25 20:53:09,2024-09-25 21:22:09,Delivered,50.29
11830,34093,Shadowfax,7.78,2026-06-27 18:31:53,2026-06-27 18:43:53,2026-06-27 19:18:53,Delivered,70.62
11831,34102,Dunzo,11.64,2026-02-28 13:41:04,2026-02-28 13:56:04,,Pending,89.14
11832,34103,Shadowfax,1.32,2025-10-21 20:04:11,2025-10-21 20:10:11,2025-10-21 20:18:11,Delivered,31.86
11833,34107,Own Fleet,8.52,2025-05-14 17:29:52,2025-05-14 17:33:52,2025-05-14 18:07:52,Delivered,87.14
11834,34108,Shadowfax,0.92,2024-09-04 21:34:40,2024-09-04 21:47:40,2024-09-04 21:52:40,Delivered,25.68
11835,34110,Own Fleet,10.14,2024-03-05 21:24:51,2024-03-05 21:36:51,,Cancelled,73.84
11836,34116,Swiggy Genie,3.24,2025-08-20 19:41:52,2025-08-20 19:45:52,,Pending,45.38
11837,34118,Swiggy Genie,9.11,2024-06-24 12:23:09,2024-06-24 12:36:09,2024-06-24 13:05:09,Delivered,99.37
11838,34120,Dunzo,9.08,2026-03-01 15:04:37,2026-03-01 15:18:37,2026-03-01 15:55:37,Delivered,92.08
11839,34121,Swiggy Genie,10.18,2025-04-22 20:44:52,2025-04-22 20:52:52,2025-04-22 21:40:52,Delivered,104.99
11840,34123,Own Fleet,14.41,2024-01-16 13:10:22,2024-01-16 13:17:22,2024-01-16 14:13:22,Delivered,101.01
11841,34124,Shadowfax,8.01,2026-03-21 21:08:06,2026-03-21 21:17:06,2026-03-21 21:39:06,Delivered,82.19
11842,34125,Dunzo,8.54,2024-06-16 15:10:09,2024-06-16 15:16:09,2024-06-16 15:55:09,Delivered,75.48
11843,34126,Shadowfax,0.5,2025-01-26 18:10:14,2025-01-26 18:23:14,2025-01-26 18:28:14,Delivered,22.95
11844,34127,Swiggy Genie,0.98,2024-02-17 19:27:10,2024-02-17 19:35:10,2024-02-17 19:42:10,Delivered,28.23
11845,34128,Swiggy Genie,11.58,2024-12-09 14:21:19,2024-12-09 14:23:19,2024-12-09 15:01:19,Delivered,80.2
11846,34132,Own Fleet,5.12,2024-11-01 17:24:18,2024-11-01 17:34:18,2024-11-01 17:59:18,Delivered,58.14
11847,34137,Swiggy Genie,12.57,2025-11-11 18:53:55,2025-11-11 18:57:55,2025-11-11 19:31:55,Delivered,130.62
11848,34138,Own Fleet,13.28,2025-01-24 21:42:35,2025-01-24 21:49:35,,Cancelled,115.98
11849,34141,Porter,12.63,2026-01-17 19:22:20,2026-01-17 19:37:20,2026-01-17 20:28:20,Delivered,124.98
11850,34143,Dunzo,6.33,2026-03-20 18:55:01,2026-03-20 19:02:01,2026-03-20 19:25:01,Delivered,69.01
11851,34148,Shadowfax,3.43,2026-04-11 15:20:47,2026-04-11 15:28:47,2026-04-11 15:49:47,Delivered,43.65
11852,34149,Porter,2.7,2025-08-09 14:21:23,2025-08-09 14:31:23,2025-08-09 14:39:23,Delivered,41.96
11853,34154,Shadowfax,11.65,2024-09-29 20:39:23,2024-09-29 20:44:23,2024-09-29 21:37:23,Delivered,112.82
11854,34155,Dunzo,12.67,2023-12-16 12:32:57,2023-12-16 12:36:57,2023-12-16 13:27:57,Delivered,125.0
11855,34158,Own Fleet,1.17,2024-05-18 22:14:41,2024-05-18 22:23:41,,Failed,29.58
11856,34162,Porter,3.24,2026-08-08 20:45:35,2026-08-08 20:51:35,,Failed,37.27
11857,34169,Own Fleet,8.16,2025-12-29 17:41:19,2025-12-29 17:45:19,2025-12-29 18:30:19,Delivered,80.66
11858,34170,Own Fleet,4.22,2025-11-01 18:29:45,2025-11-01 18:33:45,2025-11-01 18:44:45,Delivered,51.47
11859,34171,Dunzo,14.41,2026-06-08 18:53:04,2026-06-08 19:06:04,2026-06-08 20:13:04,Delivered,117.01
11860,34174,Shadowfax,7.47,2024-04-17 20:21:53,2024-04-17 20:28:53,2024-04-17 21:11:53,Delivered,59.45
11861,34179,Shadowfax,12.54,2025-03-01 19:17:02,2025-03-01 19:26:02,2025-03-01 20:26:02,Delivered,106.38
11862,34180,Porter,6.02,2025-09-06 12:33:56,2025-09-06 12:36:56,2025-09-06 13:01:56,Delivered,69.24
11863,34181,Porter,11.36,2024-10-27 19:43:31,2024-10-27 19:54:31,2024-10-27 20:51:31,Delivered,107.81
11864,34183,Dunzo,8.25,2025-09-06 21:44:42,2025-09-06 21:59:42,2025-09-06 22:45:42,Delivered,83.75
11865,34185,Own Fleet,12.48,2026-06-03 21:53:21,2026-06-03 22:00:21,2026-06-03 22:56:21,Delivered,120.37
11866,34186,Shadowfax,1.09,2026-02-07 19:41:45,2026-02-07 19:47:45,2026-02-07 19:56:45,Delivered,28.43
11867,34188,Shadowfax,4.65,2024-06-02 22:02:21,2024-06-02 22:13:21,2024-06-02 22:35:21,Delivered,51.4
11868,34192,Own Fleet,13.66,2026-07-09 13:42:06,2026-07-09 13:47:06,2026-07-09 14:46:06,Delivered,113.12
11869,34197,Dunzo,7.1,2023-12-23 19:15:25,2023-12-23 19:17:25,2023-12-23 19:46:25,Delivered,77.58
11870,34199,Dunzo,13.7,2025-01-23 11:05:56,2025-01-23 11:10:56,,Failed,116.15
11871,34203,Swiggy Genie,5.58,2026-02-03 14:13:12,2026-02-03 14:23:12,2026-02-03 14:50:12,Delivered,57.76
11872,34204,Shadowfax,6.82,2024-09-18 19:38:06,2024-09-18 19:46:06,2024-09-18 20:10:06,Delivered,58.62
11873,34205,Shadowfax,3.67,2025-03-29 14:30:27,2025-03-29 14:45:27,2025-03-29 15:00:27,Delivered,41.44
11874,34206,Own Fleet,3.26,2024-02-12 21:40:35,2024-02-12 21:44:35,2024-02-12 22:00:35,Delivered,38.38
11875,34208,Own Fleet,1.52,2026-02-11 19:19:00,2026-02-11 19:23:00,,Failed,28.79
11876,34210,Swiggy Genie,8.25,2025-09-14 22:08:45,2025-09-14 22:14:45,2025-09-14 22:52:45,Delivered,66.6
11877,34212,Swiggy Genie,1.98,2025-12-21 14:19:45,2025-12-21 14:27:45,2025-12-21 14:42:45,Delivered,36.11
11878,34214,Own Fleet,0.52,2026-04-19 19:42:16,2026-04-19 19:47:16,2026-04-19 19:57:16,Delivered,24.36
11879,34218,Swiggy Genie,6.9,2025-03-15 14:20:53,2025-03-15 14:29:53,2025-03-15 14:54:53,Delivered,68.66
11880,34220,Shadowfax,1.13,2023-12-26 18:58:12,2023-12-26 19:04:12,2023-12-26 19:15:12,Delivered,26.96
11881,34222,Porter,7.64,2026-07-26 19:35:59,2026-07-26 19:43:59,2026-07-26 20:12:59,Delivered,64.78
11882,34224,Shadowfax,10.17,2026-03-15 18:51:22,2026-03-15 18:56:22,2026-03-15 19:41:22,DELIVERED,96.32
11883,34225,Porter,6.31,2025-09-14 15:18:27,2025-09-14 15:21:27,2025-09-14 15:47:27,Delivered,58.41
11884,34229,Own Fleet,7.27,2025-06-14 19:32:41,2025-06-14 19:42:41,2025-06-14 20:22:41,Delivered,82.94
11885,34231,Own Fleet,5.97,2024-05-25 12:11:20,2024-05-25 12:25:20,2024-05-25 12:54:20,Delivered,72.51
11886,34234,Shadowfax,12.08,2026-01-31 19:34:15,2026-01-31 19:44:15,2026-01-31 20:33:15,Delivered,113.93
11887,34238,Porter,1.3,2024-02-17 15:09:34,2024-02-17 15:21:34,2024-02-17 15:36:34,Delivered,30.23
11888,34239,Dunzo,2.64,2026-07-18 15:08:45,2026-07-18 15:21:45,2026-07-18 15:35:45,Delivered,42.4
11889,34241,Own Fleet,2.85,2025-12-09 21:15:06,2025-12-09 21:27:06,2025-12-09 21:42:06,Delivered,36.08
11890,34242,Own Fleet,1.6,2025-03-27 19:40:18,2025-03-27 19:44:18,,Pending,32.81
11891,34243,Swiggy Genie,9.14,2026-03-30 11:07:02,2026-03-30 11:10:02,2026-03-30 11:42:02,Delivered,75.3
11892,34249,Dunzo,7.47,2026-02-28 23:10:09,2026-02-28 23:20:09,2026-02-28 23:48:09,Delivered,75.93
11893,34250,Swiggy Genie,7.28,2026-03-21 21:34:57,2026-03-21 21:45:57,2026-03-21 22:11:57,Delivered,84.03
11894,34253,Porter,1.49,2026-03-05 13:13:35,2026-03-05 13:22:35,2026-03-05 13:29:35,Delivered,30.53
11895,34254,Shadowfax,9.21,2025-08-31 18:46:13,2025-08-31 19:00:13,2025-08-31 19:44:13,Delivered,67.58
11896,34255,Porter,12.53,2026-02-04 13:17:40,2026-02-04 13:31:40,2026-02-04 14:19:40,Delivered,87.88
11897,34256,Swiggy Genie,1.46,2025-12-11 18:36:44,2025-12-11 18:45:44,2025-12-11 18:54:44,Delivered,31.84
11898,34257,Porter,1.37,2025-06-21 16:16:18,2025-06-21 16:18:18,2025-06-21 16:33:18,Delivered,28.75
11899,34258,Swiggy Genie,6.86,2025-10-11 13:09:32,2025-10-11 13:15:32,2025-10-11 13:44:32,Delivered,65.26
11900,34262,Own Fleet,3.43,2025-01-26 13:50:20,2025-01-26 13:53:20,2025-01-26 14:07:20,Delivered,41.25
11901,34266,Dunzo,2.07,2025-12-29 21:44:27,2025-12-29 21:50:27,2025-12-29 22:01:27,Delivered,32.6
11902,34267,Porter,12.71,2025-04-23 12:24:07,2025-04-23 12:31:07,2025-04-23 13:16:07,Delivered,88.83
11903,34272,Own Fleet,3.21,2024-01-07 21:57:36,2024-01-07 22:10:36,2024-01-07 22:26:36,Delivered,41.51
11904,34278,Porter,3.74,2026-08-04 15:42:40,2026-08-04 15:55:40,2026-08-04 16:08:40,Delivered,43.79
11905,34279,Own Fleet,13.45,2025-08-30 19:47:33,2025-08-30 19:51:33,2025-08-30 20:47:33,Delivered,132.82
11906,34283,Own Fleet,3.05,2025-04-26 15:00:35,2025-04-26 15:12:35,2025-04-26 15:29:35,Delivered,35.87
11907,34284,Porter,5.31,2025-04-13 16:18:19,2025-04-13 16:22:19,2025-04-13 16:46:19,Delivered,61.93
11908,34286,Swiggy Genie,14.14,2025-06-27 11:14:51,2025-06-27 11:25:51,,Pending,105.27
11909,34287,Shadowfax,13.33,2024-10-26 19:47:39,2024-10-26 20:01:39,2024-10-26 20:48:39,Delivered,106.09
11910,34288,Porter,8.72,2024-09-07 12:38:29,2024-09-07 12:41:29,2024-09-07 13:21:29,Delivered,82.96
11911,34289,Dunzo,0.86,2025-09-29 14:23:50,2025-09-29 14:33:50,2025-09-29 14:37:50,Delivered,24.92
11912,34290,Swiggy Genie,11.57,2026-07-22 21:28:09,2026-07-22 21:43:09,2026-07-22 22:36:09,Delivered,123.29
11913,34292,Own Fleet,2.81,2024-07-19 21:42:14,2024-07-19 21:54:14,2024-07-19 22:06:14,Delivered,42.4
11914,34294,Dunzo,12.58,2025-07-19 21:59:24,2025-07-19 22:07:24,2025-07-19 22:56:24,Delivered,92.56
11915,34297,Porter,4.15,2025-10-21 18:35:07,2025-10-21 18:42:07,2025-10-21 18:52:07,Delivered,57.08
11916,34298,Swiggy Genie,12.52,2025-12-31 19:56:38,2025-12-31 20:08:38,2025-12-31 21:09:38,Delivered,115.52
11917,34303,Porter,1.15,2024-11-08 13:41:32,2024-11-08 13:45:32,2024-11-08 13:56:32,Delivered,26.18
11918,34307,Porter,13.11,2024-03-19 19:33:37,2024-03-19 19:48:37,2024-03-19 20:45:37,Delivered,105.65
11919,34315,Own Fleet,-8.65,2025-08-08 20:14:37,2025-08-08 20:20:37,,Failed,77.93
11920,34316,Porter,5.6,2024-05-11 18:34:20,2024-05-11 18:39:20,2024-05-11 19:00:20,Delivered,69.77
11921,34318,Swiggy Genie,3.45,2025-05-25 19:40:42,2025-05-25 19:44:42,,Pending,50.02
11922,34319,Own Fleet,12.96,2023-12-23 20:12:33,2023-12-23 20:23:33,2023-12-23 21:27:33,Delivered,134.38
11923,34320,Own Fleet,6.01,2024-11-30 20:14:43,2024-11-30 20:29:43,2024-11-30 20:56:43,Delivered,63.9
11924,34324,Dunzo,11.59,2024-04-20 22:13:31,2024-04-20 22:27:31,2024-04-20 23:05:31,Delivered,123.74
11925,34330,Swiggy Genie,14.11,2025-06-11 17:55:46,2025-06-11 17:59:46,2025-06-11 18:47:46,Delivered,132.68
11926,34332,Porter,13.09,2025-07-19 18:44:59,2025-07-19 18:51:59,2025-07-19 19:28:59,Delivered,130.72
11927,34335,Swiggy Genie,13.39,2024-04-07 18:32:05,2024-04-07 18:37:05,2024-04-07 19:42:05,Delivered,118.35
11928,34336,Dunzo,5.9,2026-06-27 19:12:24,2026-06-27 19:23:24,2026-06-27 19:38:24,Delivered,50.46
11929,34339,Porter,1.25,2025-09-20 21:22:54,2025-09-20 21:32:54,2025-09-20 21:45:54,Delivered,26.27
11930,34342,Shadowfax,0.5,2026-06-09 14:31:17,2026-06-09 14:36:17,,Returned,22.82
11931,34343,Own Fleet,11.41,2025-08-01 13:28:32,2025-08-01 13:37:32,2025-08-01 14:13:32,Delivered,90.41
11932,34344,Swiggy Genie,6.02,2025-08-16 21:26:53,2025-08-16 21:36:53,,Failed,66.82
11933,34345,Own Fleet,3.84,2025-01-04 19:53:02,2025-01-04 20:05:02,2025-01-04 20:23:02,Delivered,42.01
11934,34347,Porter,6.58,2025-05-04 12:00:47,2025-05-04 12:02:47,2025-05-04 12:30:47,Delivered,61.51
11935,34349,Porter,9.9,2025-04-10 10:48:14,2025-04-10 10:56:14,2025-04-10 11:41:14,Delivered,107.37
11936,34356,Porter,5.82,2024-03-23 21:49:40,2024-03-23 22:02:40,,Returned,70.02
11937,34362,Swiggy Genie,1.69,2024-02-29 14:46:26,2024-02-29 14:49:26,2024-02-29 14:58:26,Delivered,31.17
11938,34365,Swiggy Genie,8.48,2024-09-21 20:01:00,2024-09-21 20:07:00,2024-09-21 20:35:00,Delivered,84.43
11939,34367,Porter,3.96,2025-03-21 21:06:26,2025-03-21 21:11:26,2025-03-21 21:30:26,Delivered,46.72
11940,34368,Porter,2.32,2024-03-27 21:05:04,2024-03-27 21:13:04,2024-03-27 21:27:04,Delivered,32.24
11941,34369,Shadowfax,11.1,2025-01-26 21:41:44,2025-01-26 21:50:44,2025-01-26 22:34:44,Delivered,80.9
11942,34373,Shadowfax,10.69,2024-03-11 22:33:53,2024-03-11 22:39:53,2024-03-11 23:16:53,Delivered,80.07
11943,34374,Shadowfax,3.88,2024-08-20 10:24:04,2024-08-20 10:32:04,2024-08-20 10:53:04,Delivered,53.34
11944,34375,Swiggy Genie,4.42,2025-11-13 19:14:51,2025-11-13 19:18:51,2025-11-13 19:40:51,Delivered,54.89
11945,34377,Shadowfax,6.54,2024-06-03 19:50:47,2024-06-03 20:04:47,2024-06-03 20:46:47,Delivered,76.99
11946,34378,Shadowfax,13.7,2024-09-02 21:53:50,2024-09-02 22:04:50,2024-09-02 22:48:50,Delivered,142.27
11947,34381,Swiggy Genie,0.52,2024-08-10 13:16:28,2024-08-10 13:18:28,2024-08-10 13:27:28,Delivered,23.75
11948,34384,Porter,13.96,2026-02-20 20:18:44,2026-02-20 20:30:44,2026-02-20 21:28:44,Delivered,142.82
11949,34386,Porter,0.69,2025-05-04 19:18:20,2025-05-04 19:28:20,2025-05-04 19:32:20,Delivered,23.45
11950,34387,Shadowfax,12.46,2026-07-20 20:16:04,2026-07-20 20:25:04,2026-07-20 21:12:04,Delivered,131.25
11951,34389,Shadowfax,1.34,2024-01-17 21:52:30,2024-01-17 22:03:30,2024-01-17 22:14:30,Delivered,30.92
11952,34392,Swiggy Genie,3.12,2025-07-30 19:22:20,2025-07-30 19:34:20,2025-07-30 19:45:20,Delivered,44.96
11953,34393,Swiggy Genie,10.21,2024-02-17 14:03:22,2024-02-17 14:18:22,,Failed,110.19
11954,34400,Shadowfax,4.42,2025-11-07 12:47:59,2025-11-07 12:49:59,2025-11-07 13:12:59,Delivered,44.02
11955,34401,Own Fleet,0.59,2025-02-15 23:23:29,2025-02-15 23:35:29,2025-02-15 23:38:29,Delivered,25.17
11956,34404,Swiggy Genie,8.27,2026-08-15 22:06:23,2026-08-15 22:21:23,2026-08-15 22:46:23,Delivered,94.11
11957,34405,Own Fleet,4.94,2024-09-28 20:51:58,2024-09-28 21:00:58,2024-09-28 21:13:58,Delivered,55.65
11958,34421,Own Fleet,2.62,2025-08-02 14:30:42,2025-08-02 14:43:42,2025-08-02 15:03:42,Delivered,37.21
11959,34422,Dunzo,4.95,2026-03-26 19:51:21,2026-03-26 19:55:21,,Cancelled,47.53
11960,34427,Dunzo,0.64,2025-03-08 18:09:16,2025-03-08 18:12:16,,Failed,24.06
11961,34428,Swiggy Genie,2.99,2026-04-25 14:16:22,2026-04-25 14:24:22,2026-04-25 14:41:22,Delivered,42.93
11962,34432,Own Fleet,8.56,2026-04-24 17:22:23,2026-04-24 17:30:23,2026-04-24 18:09:23,Delivered,67.83
11963,34433,Swiggy Genie,11.86,2026-02-13 18:49:36,2026-02-13 18:51:36,2026-02-13 19:50:36,Delivered,89.21
11964,34435,Dunzo,3.88,2024-08-04 12:31:16,2024-08-04 12:39:16,2024-08-04 13:00:16,Delivered,50.45
11965,34438,Own Fleet,6.36,2026-03-09 19:32:44,2026-03-09 19:34:44,2026-03-09 19:57:44,Delivered,67.84
11966,34439,Swiggy Genie,9.62,2025-03-20 18:38:56,2025-03-20 18:41:56,,Delivered,97.4
11967,34440,Swiggy Genie,8.0,2025-07-19 12:49:09,2025-07-19 13:04:09,2025-07-19 13:39:09,Delivered,87.45
11968,34444,Dunzo,12.17,2025-07-12 18:34:31,2025-07-12 18:41:31,2025-07-12 19:31:31,Delivered,121.94
11969,34445,Own Fleet,13.19,2024-02-27 14:01:27,2024-02-27 14:07:27,2024-02-27 15:01:27,Delivered,118.11
11970,34454,Own Fleet,6.37,2024-02-02 20:15:54,2024-02-02 20:24:54,2024-02-02 20:46:54,Delivered,58.73
11971,34464,Own Fleet,8.33,2024-06-13 15:36:31,2024-06-13 15:44:31,2024-06-13 16:20:31,Delivered,65.75
11972,34468,Shadowfax,14.46,2026-05-09 14:42:26,2026-05-09 14:54:26,2026-05-09 15:45:26,Delivered,129.99
11973,34474,Own Fleet,7.78,2025-07-13 18:58:26,2025-07-13 19:08:26,2025-07-13 19:51:26,Delivered,80.77
11974,34477,Dunzo,4.24,2025-12-09 14:16:27,2025-12-09 14:29:27,2025-12-09 14:48:27,Delivered,43.22
11975,34478,Dunzo,9.82,2024-05-14 21:09:16,2024-05-14 21:24:16,2024-05-14 22:07:16,Delivered,87.53
11976,34479,Porter,8.17,2026-04-11 13:39:24,2026-04-11 13:43:24,,Failed,61.29
11977,34480,Porter,1.66,2025-10-25 20:36:40,2025-10-25 20:48:40,2025-10-25 21:03:40,Delivered,34.76
11978,34481,Dunzo,7.09,2025-04-23 14:40:30,2025-04-23 14:47:30,2025-04-23 15:12:30,Delivered,74.86
11979,34484,Shadowfax,1.48,2025-03-08 11:24:51,2025-03-08 11:39:51,,Delivered,29.43
11980,34494,Own Fleet,7.67,2024-01-01 21:24:16,2024-01-01 21:27:16,2024-01-01 22:03:16,Delivered,69.3
11981,34496,Swiggy Genie,1.39,2025-10-24 18:40:25,2025-10-24 18:52:25,2025-10-24 19:05:25,Delivered,29.33
11982,34497,Own Fleet,7.24,2026-04-13 20:31:51,2026-04-13 20:38:51,2026-04-13 21:17:51,Delivered,77.91
11983,34500,Shadowfax,3.99,2026-07-11 12:24:47,2026-07-11 12:28:47,2026-07-11 12:55:47,Delivered,50.7
11984,34503,Shadowfax,4.94,2026-01-25 12:19:46,2026-01-25 12:23:46,2026-01-25 12:41:46,Delivered,62.86
11985,34504,Swiggy Genie,6.47,2025-09-11 19:25:54,2025-09-11 19:34:54,,Failed,77.8
11986,34515,Porter,8.21,2024-01-06 18:54:46,2024-01-06 19:01:46,2024-01-06 19:30:46,Delivered,80.8
11987,34518,Shadowfax,7.84,2024-05-04 18:59:04,2024-05-04 19:05:04,2024-05-04 19:39:04,Delivered,64.18
11988,34524,Dunzo,2.18,2024-12-05 22:04:02,2024-12-05 22:07:02,2024-12-05 22:13:02,Delivered,31.78
11989,34530,Own Fleet,9.62,2024-05-03 22:52:23,2024-05-03 22:55:23,2024-05-03 23:32:23,Delivered,80.85
