CostID,BranchID,CostDate,CostCategory,CostAmount,Description
4409,18,2024-08-01,Rent,107877.21,Rent expense for August 2024
4410,18,2024-08-01,Electricity,42784.07,Electricity expense for August 2024
4411,18,2024-08-01,Salaries,310519.73,Salaries expense for August 2024
4412,18,2024-08-01,Maintenance,24928.78,Maintenance expense for August 2024
4413,18,2024-08-01,Delivery,50836.77,Delivery expense for August 2024
4414,18,2024-08-01,Cleaning,6722.79,Cleaning expense for August 2024
4415,18,2024-08-01,Repairs,11903.79,Repairs expense for August 2024
4416,18,2024-08-01,Miscellaneous,6672.05,Miscellaneous expense for August 2024
4417,18,2024-09-01,Rent,170557.9,Rent expense for September 2024
4418,18,2024-09-01,Electricity,57513.9,Electricity expense for September 2024
4419,18,2024-09-01,Salaries,511237.34,Salaries expense for September 2024
4420,18,2024-09-01,Maintenance,21804.33,Maintenance expense for September 2024
4421,18,2024-09-01,Delivery,14476.9,Delivery expense for September 2024
4422,18,2024-09-01,Cleaning,8429.99,Cleaning expense for September 2024
4423,18,2024-09-01,Repairs,8462.79,Repairs expense for September 2024
4424,18,2024-09-01,Miscellaneous,3495.99,Miscellaneous expense for September 2024
4425,18,2024-10-01,Rent,88899.68,Rent expense for October 2024
4426,18,2024-10-01,Electricity,33313.55,Electricity expense for October 2024
4427,18,2024-10-01,Salaries,346224.07,Salaries expense for October 2024
4428,18,2024-10-01,Maintenance,14317.58,Maintenance expense for October 2024
4429,18,2024-10-01,Delivery,14911.46,Delivery expense for October 2024
4430,18,2024-10-01,Cleaning,12621.5,Cleaning expense for October 2024
4431,18,2024-10-01,Repairs,5837.58,Repairs expense for October 2024
4432,18,2024-10-01,Miscellaneous,2884.28,Miscellaneous expense for October 2024
4433,18,2024-11-01,Rent,103260.02,Rent expense for November 2024
4434,18,2024-11-01,Electricity,48021.59,Electricity expense for November 2024
4435,18,2024-11-01,Salaries,447342.77,Salaries expense for November 2024
4436,18,2024-11-01,Maintenance,23201.24,Maintenance expense for November 2024
4437,18,2024-11-01,Delivery,34526.7,Delivery expense for November 2024
4438,18,2024-11-01,Cleaning,12805.89,Cleaning expense for November 2024
4439,18,2024-11-01,Repairs,15482.91,Repairs expense for November 2024
4440,18,2024-11-01,Miscellaneous,7208.91,Miscellaneous expense for November 2024
4441,18,2024-12-01,Rent,97222.34,Rent expense for December 2024
4442,18,2024-12-01,Electricity,30531.46,Electricity expense for December 2024
4443,18,2024-12-01,Salaries,578387.72,Salaries expense for December 2024
4444,18,2024-12-01,Maintenance,21208.53,Maintenance expense for December 2024
4445,18,2024-12-01,Delivery,41512.3,Delivery expense for December 2024
4446,18,2024-12-01,Cleaning,6318.07,Cleaning expense for December 2024
4447,18,2024-12-01,Repairs,24800.2,Repairs expense for December 2024
4448,18,2024-12-01,Miscellaneous,12700.22,Miscellaneous expense for December 2024
4449,18,2025-01-01,Rent,163248.9,Rent expense for January 2025
4450,18,2025-01-01,Electricity,58432.69,Electricity expense for January 2025
4451,18,2025-01-01,Salaries,538102.53,Salaries expense for January 2025
4452,18,2025-01-01,Maintenance,17144.55,Maintenance expense for January 2025
4453,18,2025-01-01,Delivery,42891.34,Delivery expense for January 2025
4454,18,2025-01-01,Cleaning,9962.39,Cleaning expense for January 2025
4455,18,2025-01-01,Repairs,18039.17,Repairs expense for January 2025
4456,18,2025-01-01,Miscellaneous,15445.8,Miscellaneous expense for January 2025
4457,18,2025-02-01,Rent,120705.9,Rent expense for February 2025
4458,18,2025-02-01,Electricity,28148.06,Electricity expense for February 2025
4459,18,2025-02-01,Salaries,577989.5,Salaries expense for February 2025
4460,18,2025-02-01,Maintenance,14317.3,Maintenance expense for February 2025
4461,18,2025-02-01,Delivery,52591.51,Delivery expense for February 2025
4462,18,2025-02-01,Cleaning,6064.28,Cleaning expense for February 2025
4463,18,2025-02-01,Repairs,32440.27,Repairs expense for February 2025
4464,18,2025-02-01,Miscellaneous,11855.71,Miscellaneous expense for February 2025
4465,18,2025-03-01,Rent,136331.25,Rent expense for March 2025
4466,18,2025-03-01,Electricity,27923.23,Electricity expense for March 2025
4467,18,2025-03-01,SALARIES,318079.75,Salaries expense for March 2025
4468,18,2025-03-01,Maintenance,18635.38,Maintenance expense for March 2025
4469,18,2025-03-01,Delivery,16379.38,Delivery expense for March 2025
4470,18,2025-03-01,Cleaning,8690.32,Cleaning expense for March 2025
4471,18,2025-03-01,Repairs,15824.12,Repairs expense for March 2025
4472,18,2025-03-01,Miscellaneous,12056.87,Miscellaneous expense for March 2025
4473,18,2025-04-01,Rent,102510.91,Rent expense for April 2025
4474,18,2025-04-01,Electricity,48191.0,Electricity expense for April 2025
4475,18,2025-04-01,Salaries,603272.82,Salaries expense for April 2025
4476,18,2025-04-01,Maintenance,10604.74,Maintenance expense for April 2025
4477,18,2025-04-01,Delivery,48398.33,Delivery expense for April 2025
4478,18,2025-04-01,Cleaning,12110.37,Cleaning expense for April 2025
4479,18,2025-04-01,Repairs,31024.2,Repairs expense for April 2025
4480,18,2025-04-01,Miscellaneous,6341.34,Miscellaneous expense for April 2025
4481,18,2025-05-01,Rent,88682.55,Rent expense for May 2025
4482,18,2025-05-01,Electricity,41594.39,Electricity expense for May 2025
4483,18,2025-05-01,Salaries,590461.54,Salaries expense for May 2025
4484,18,2025-05-01,Maintenance,20202.57,Maintenance expense for May 2025
4485,18,2025-05-01,Delivery,20889.91,Delivery expense for May 2025
4486,18,2025-05-01,Cleaning,10757.72,Cleaning expense for May 2025
4487,18,2025-05-01,Repairs,2810.45,Repairs expense for May 2025
4488,18,2025-05-01,Miscellaneous,11105.28,Miscellaneous expense for May 2025
4489,18,2025-06-01,Rent,170302.35,Rent expense for June 2025
4490,18,2025-06-01,Electricity,39739.03,Electricity expense for June 2025
4491,18,2025-06-01,Salaries,417787.73,Salaries expense for June 2025
4492,18,2025-06-01,Maintenance,13596.26,Maintenance expense for June 2025
4493,18,2025-06-01,Delivery,47085.64,Delivery expense for June 2025
4494,18,2025-06-01,Cleaning,8312.82,Cleaning expense for June 2025
4495,18,2025-06-01,Repairs,15714.94,Repairs expense for June 2025
4496,18,2025-06-01,Miscellaneous,9644.77,Miscellaneous expense for June 2025
4497,18,2025-07-01,Rent,173961.86,Rent expense for July 2025
4498,18,2025-07-01,Electricity,39078.84,Electricity expense for July 2025
4499,18,2025-07-01,Salaries,313639.17,Salaries expense for July 2025
4500,18,2025-07-01,Maintenance,16864.63,Maintenance expense for July 2025
4501,18,2025-07-01,Delivery,31649.72,Delivery expense for July 2025
4502,18,2025-07-01,Cleaning,9656.78,Cleaning expense for July 2025
4503,18,2025-07-01,Repairs,3561.62,Repairs expense for July 2025
4504,18,2025-07-01,Miscellaneous,4221.65,Miscellaneous expense for July 2025
4505,18,2025-08-01,Rent,157655.43,Rent expense for August 2025
4506,18,2025-08-01,Electricity,32078.12,Electricity expense for August 2025
4507,18,2025-08-01,Salaries,521814.08,Salaries expense for August 2025
4508,18,2025-08-01,Maintenance,16087.69,Maintenance expense for August 2025
4509,18,2025-08-01,Delivery,28124.92,Delivery expense for August 2025
4510,18,2025-08-01,Cleaning,8147.62,Cleaning expense for August 2025
4511,18,2025-08-01,Repairs,20640.44,Repairs expense for August 2025
4512,18,2025-08-01,Miscellaneous,8197.65,Miscellaneous expense for August 2025
4513,18,2025-09-01,Rent,212363.56,Rent expense for September 2025
4514,18,2025-09-01,Electricity,60267.8,Electricity expense for September 2025
4515,18,2025-09-01,Salaries,412303.65,Salaries expense for September 2025
4516,18,2025-09-01,Maintenance,24113.46,Maintenance expense for September 2025
4517,18,2025-09-01,Delivery,30336.63,Delivery expense for September 2025
4518,18,2025-09-01,Cleaning,10071.22,Cleaning expense for September 2025
4519,18,2025-09-01,Repairs,4554.66,Repairs expense for September 2025
4520,18,2025-09-01,Miscellaneous,15402.11,Miscellaneous expense for September 2025
4521,18,2025-10-01,Rent,130277.04,Rent expense for October 2025
4522,18,2025-10-01,Electricity,31545.53,Electricity expense for October 2025
4523,18,2025-10-01,Salaries,587296.03,Salaries expense for October 2025
4524,18,2025-10-01,Maintenance,12469.26,Maintenance expense for October 2025
4525,18,2025-10-01,Delivery,46756.9,Delivery expense for October 2025
4526,18,2025-10-01,Cleaning,4624.83,Cleaning expense for October 2025
4527,18,2025-10-01,Repairs,5996.78,Repairs expense for October 2025
4528,18,2025-10-01,Miscellaneous,4995.8,Miscellaneous expense for October 2025
4529,18,2025-11-01,Rent,217392.45,Rent expense for November 2025
4530,18,2025-11-01,Electricity,29422.25,Electricity expense for November 2025
4531,18,2025-11-01,Salaries,343072.25,Salaries expense for November 2025
4532,18,2025-11-01,Maintenance,23979.39,Maintenance expense for November 2025
4533,18,2025-11-01,Delivery,18862.25,Delivery expense for November 2025
4534,18,2025-11-01,Cleaning,10652.98,Cleaning expense for November 2025
4535,18,2025-11-01,Repairs,16908.34,Repairs expense for November 2025
4536,18,2025-11-01,Miscellaneous,14568.06,Miscellaneous expense for November 2025
4537,18,2025-12-01,Rent,87619.19,Rent expense for December 2025
4538,18,2025-12-01,Electricity,23327.82,Electricity expense for December 2025
4539,18,2025-12-01,Salaries,584803.41,Salaries expense for December 2025
4540,18,2025-12-01,Maintenance,11164.81,Maintenance expense for December 2025
4541,18,2025-12-01,Delivery,24449.99,Delivery expense for December 2025
4542,18,2025-12-01,Cleaning,4628.34,Cleaning expense for December 2025
4543,18,2025-12-01,Repairs,10474.61,Repairs expense for December 2025
4544,18,2025-12-01,Miscellaneous,16430.37,Miscellaneous expense for December 2025
4545,18,2026-01-01,Rent,127035.87,Rent expense for January 2026
4546,18,2026-01-01,Electricity,28949.87,Electricity expense for January 2026
4547,18,2026-01-01,Salaries,396506.09,Salaries expense for January 2026
4548,18,2026-01-01,Maintenance,25538.76,Maintenance expense for January 2026
4549,18,2026-01-01,Delivery,45485.41,Delivery expense for January 2026
4550,18,2026-01-01,Cleaning,-4626.81,Cleaning expense for January 2026
4551,18,2026-01-01,repairs,12359.27,Repairs expense for January 2026
4552,18,2026-01-01,Miscellaneous,7023.57,Miscellaneous expense for January 2026
4553,18,2026-02-01,Rent,137198.16,Rent expense for February 2026
4554,18,2026-02-01,Electricity,42900.25,Electricity expense for February 2026
4555,18,2026-02-01,Salaries,373754.87,Salaries expense for February 2026
4556,18,2026-02-01,Maintenance,12995.89,Maintenance expense for February 2026
4557,18,2026-02-01,Delivery,25483.7,Delivery expense for February 2026
4558,18,2026-02-01,Cleaning,5907.11,Cleaning expense for February 2026
4559,18,2026-02-01,Repairs,4927.95,Repairs expense for February 2026
4560,18,2026-02-01,Miscellaneous,13254.75,Miscellaneous expense for February 2026
4561,18,2026-03-01,Rent,194654.24,Rent expense for March 2026
4562,18,2026-03-01,Electricity,42711.11,Electricity expense for March 2026
4563,18,2026-03-01,Salaries,451385.42,Salaries expense for March 2026
4564,18,2026-03-01,Maintenance,24563.93,Maintenance expense for March 2026
4565,18,2026-03-01,Delivery,20184.67,Delivery expense for March 2026
4566,18,2026-03-01,Cleaning,5202.24,Cleaning expense for March 2026
4567,18,2026-03-01,Repairs,19434.66,Repairs expense for March 2026
4568,18,2026-03-01,Miscellaneous,15323.83,Miscellaneous expense for March 2026
4569,18,2026-04-01,Rent,115696.75,Rent expense for April 2026
4570,18,2026-04-01,Electricity,28660.55,Electricity expense for April 2026
4571,18,2026-04-01,Salaries,581122.77,Salaries expense for April 2026
4572,18,2026-04-01,Maintenance,25182.26,Maintenance expense for April 2026
4573,18,2026-04-01,Delivery,19305.31,Delivery expense for April 2026
4574,18,2026-04-01,Cleaning,12831.99,Cleaning expense for April 2026
4575,18,2026-04-01,Repairs,20683.49,Repairs expense for April 2026
4576,18,2026-04-01,Miscellaneous,9682.06,Miscellaneous expense for April 2026
4577,18,2026-05-01,Rent,150815.36,Rent expense for May 2026
4578,18,2026-05-01,Electricity,28572.56,Electricity expense for May 2026
4579,18,2026-05-01,Salaries,338582.93,Salaries expense for May 2026
4580,18,2026-05-01,Maintenance,19077.51,Maintenance expense for May 2026
4581,18,2026-05-01,Delivery,38227.62,Delivery expense for May 2026
4582,18,2026-05-01,Cleaning,9867.05,Cleaning expense for May 2026
4583,18,2026-05-01,Repairs,34927.54,Repairs expense for May 2026
4584,18,2026-05-01,Miscellaneous,6388.94,Miscellaneous expense for May 2026
4585,18,2026-06-01,Rent,171210.37,Rent expense for June 2026
4586,18,2026-06-01,Electricity,26026.25,Electricity expense for June 2026
4587,18,2026-06-01,Salaries,428871.48,Salaries expense for June 2026
4588,18,2026-06-01,Maintenance,16026.68,Maintenance expense for June 2026
4589,18,2026-06-01,Delivery,34475.39,Delivery expense for June 2026
4590,18,2026-06-01,Cleaning,9068.72,Cleaning expense for June 2026
4591,18,2026-06-01,Repairs,5430.86,Repairs expense for June 2026
4592,18,2026-06-01,Miscellaneous,15787.77,Miscellaneous expense for June 2026
4593,18,2026-07-01,Rent,126005.99,Rent expense for July 2026
4594,18,2026-07-01,electricity,24787.48,Electricity expense for July 2026
4595,18,2026-07-01,Salaries,557807.75,Salaries expense for July 2026
4596,18,2026-07-01,Maintenance,25297.96,Maintenance expense for July 2026
4597,18,2026-07-01,Delivery,30143.09,Delivery expense for July 2026
4598,18,2026-07-01,Cleaning,10211.38,Cleaning expense for July 2026
4599,18,2026-07-01,Repairs,25793.75,Repairs expense for July 2026
4600,18,2026-07-01,Miscellaneous,14823.88,Miscellaneous expense for July 2026
4601,18,2026-08-01,Rent,167972.42,Rent expense for August 2026
4602,18,2026-08-01,Electricity,43785.53,Electricity expense for August 2026
4603,18,2026-08-01,Salaries,550625.57,Salaries expense for August 2026
4604,18,2026-08-01,Maintenance,17483.48,Maintenance expense for August 2026
4605,18,2026-08-01,Delivery,33047.24,Delivery expense for August 2026
4606,18,2026-08-01,Cleaning,12530.66,Cleaning expense for August 2026
4607,18,2026-08-01,Repairs,31927.62,Repairs expense for August 2026
4608,18,2026-08-01,Miscellaneous,14828.88,Miscellaneous expense for August 2026
4609,19,2024-01-01,Rent,123255.14,Rent expense for January 2024
4610,19,2024-01-01,Electricity,42732.8,Electricity expense for January 2024
4611,19,2024-01-01,Salaries,400282.54,Salaries expense for January 2024
4612,19,2024-01-01,Maintenance,17654.03,Maintenance expense for January 2024
4613,19,2024-01-01,Delivery,23687.49,Delivery expense for January 2024
4614,19,2024-01-01,Cleaning,5248.76,Cleaning expense for January 2024
4615,19,2024-01-01,Repairs,21334.6,Repairs expense for January 2024
4616,19,2024-01-01,Miscellaneous,11015.04,Miscellaneous expense for January 2024
4617,19,2024-02-01,Rent,203584.44,Rent expense for February 2024
4618,19,2024-02-01,Electricity,43591.96,Electricity expense for February 2024
4619,19,2024-02-01,Salaries,637004.73,Salaries expense for February 2024
4620,19,2024-02-01,Maintenance,9532.35,Maintenance expense for February 2024
4621,19,2024-02-01,Delivery,46315.8,Delivery expense for February 2024
4622,19,2024-02-01,Cleaning,13719.29,Cleaning expense for February 2024
4623,19,2024-02-01,Repairs,25735.86,Repairs expense for February 2024
4624,19,2024-02-01,Miscellaneous,17317.96,Miscellaneous expense for February 2024
4625,19,2024-03-01,Rent,226729.03,Rent expense for March 2024
4626,19,2024-03-01,Electricity,41969.08,Electricity expense for March 2024
4627,19,2024-03-01,Salaries,561874.72,Salaries expense for March 2024
4628,19,2024-03-01,Maintenance,28455.44,Maintenance expense for March 2024
4629,19,2024-03-01,Delivery,18583.79,Delivery expense for March 2024
4630,19,2024-03-01,Cleaning,6970.76,Cleaning expense for March 2024
4631,19,2024-03-01,Repairs,32681.59,Repairs expense for March 2024
4632,19,2024-03-01,Miscellaneous,11658.33,Miscellaneous expense for March 2024
4633,19,2024-04-01,Rent,179765.06,Rent expense for April 2024
4634,19,2024-04-01,Electricity,33842.53,Electricity expense for April 2024
4635,19,2024-04-01,Salaries,451308.06,Salaries expense for April 2024
4636,19,2024-04-01,Maintenance,27144.3,Maintenance expense for April 2024
4637,19,2024-04-01,Delivery,54598.9,Delivery expense for April 2024
4638,19,2024-04-01,Cleaning,8207.65,Cleaning expense for April 2024
4639,19,2024-04-01,Repairs,21521.5,Repairs expense for April 2024
4640,19,2024-04-01,Miscellaneous,10143.47,Miscellaneous expense for April 2024
4641,19,2024-05-01,Rent,193516.99,Rent expense for May 2024
4642,19,2024-05-01,Electricity,43881.51,Electricity expense for May 2024
4643,19,2024-05-01,Salaries,568935.14,Salaries expense for May 2024
4644,19,2024-05-01,Maintenance,28642.44,Maintenance expense for May 2024
4645,19,2024-05-01,Delivery,28833.87,Delivery expense for May 2024
4646,19,2024-05-01,Cleaning,11757.79,Cleaning expense for May 2024
4647,19,2024-05-01,Repairs,17015.79,Repairs expense for May 2024
4648,19,2024-05-01,Miscellaneous,15864.34,Miscellaneous expense for May 2024
4649,19,2024-06-01,Rent,234846.79,Rent expense for June 2024
4650,19,2024-06-01,Electricity,41002.71,Electricity expense for June 2024
4651,19,2024-06-01,Salaries,367580.37,Salaries expense for June 2024
4652,19,2024-06-01,Maintenance,21647.81,Maintenance expense for June 2024
4653,19,2024-06-01,Delivery,27930.83,Delivery expense for June 2024
4654,19,2024-06-01,Cleaning,12775.15,Cleaning expense for June 2024
4655,19,2024-06-01,Repairs,31330.24,Repairs expense for June 2024
4656,19,2024-06-01,Miscellaneous,10336.11,Miscellaneous expense for June 2024
4657,19,2024-07-01,Rent,104012.28,Rent expense for July 2024
4658,19,2024-07-01,Electricity,39760.09,Electricity expense for July 2024
4659,19,2024-07-01,Salaries,639560.0,Salaries expense for July 2024
4660,19,2024-07-01,Maintenance,14161.26,Maintenance expense for July 2024
4661,19,2024-07-01,Delivery,59607.69,Delivery expense for July 2024
4662,19,2024-07-01,Cleaning,6395.52,Cleaning expense for July 2024
4663,19,2024-07-01,Repairs,39827.2,Repairs expense for July 2024
4664,19,2024-07-01,Miscellaneous,13443.1,Miscellaneous expense for July 2024
4665,19,2024-08-01,Rent,105095.64,Rent expense for August 2024
4666,19,2024-08-01,Electricity,34480.72,Electricity expense for August 2024
4667,19,2024-08-01,Salaries,665541.66,Salaries expense for August 2024
4668,19,2024-08-01,Maintenance,19934.39,Maintenance expense for August 2024
4669,19,2024-08-01,Delivery,32727.11,Delivery expense for August 2024
4670,19,2024-08-01,Cleaning,8007.22,Cleaning expense for August 2024
4671,19,2024-08-01,Repairs,8266.32,Repairs expense for August 2024
4672,19,2024-08-01,Miscellaneous,6477.32,Miscellaneous expense for August 2024
4673,19,2024-09-01,Rent,135452.92,Rent expense for September 2024
4674,19,2024-09-01,Electricity,41796.51,Electricity expense for September 2024
4675,19,2024-09-01,Salaries,397227.48,Salaries expense for September 2024
4676,19,2024-09-01,Maintenance,22344.45,Maintenance expense for September 2024
4677,19,2024-09-01,Delivery,26228.76,Delivery expense for September 2024
4678,19,2024-09-01,Cleaning,8848.39,Cleaning expense for September 2024
4679,19,2024-09-01,Repairs,17429.94,Repairs expense for September 2024
4680,19,2024-09-01,Miscellaneous,2742.31,Miscellaneous expense for September 2024
4681,19,2024-10-01,Rent,167399.1,Rent expense for October 2024
4682,19,2024-10-01,Electricity,27293.82,Electricity expense for October 2024
4683,19,2024-10-01,Salaries,391509.91,Salaries expense for October 2024
4684,19,2024-10-01,Maintenance,9564.45,Maintenance expense for October 2024
4685,19,2024-10-01,Delivery,24543.07,Delivery expense for October 2024
4686,19,2024-10-01,Cleaning,8965.63,Cleaning expense for October 2024
4687,19,2024-10-01,Repairs,18561.57,Repairs expense for October 2024
4688,19,2024-10-01,Miscellaneous,13872.59,Miscellaneous expense for October 2024
4689,19,2024-11-01,Rent,82325.16,Rent expense for November 2024
4690,19,2024-11-01,Electricity,57799.55,Electricity expense for November 2024
4691,19,2024-11-01,Salaries,379785.85,Salaries expense for November 2024
4692,19,2024-11-01,Maintenance,14784.58,Maintenance expense for November 2024
4693,19,2024-11-01,Delivery,33377.76,Delivery expense for November 2024
4694,19,2024-11-01,Cleaning,14045.84,Cleaning expense for November 2024
4695,19,2024-11-01,Repairs,23532.11,Repairs expense for November 2024
4696,19,2024-11-01,Miscellaneous,3647.05,Miscellaneous expense for November 2024
4697,19,2024-12-01,Rent,233213.62,Rent expense for December 2024
4698,19,2024-12-01,Electricity,30435.97,Electricity expense for December 2024
4699,19,2024-12-01,Salaries,491435.78,Salaries expense for December 2024
4700,19,2024-12-01,Maintenance,12041.41,Maintenance expense for December 2024
4701,19,2024-12-01,Delivery,27471.09,Delivery expense for December 2024
4702,19,2024-12-01,Cleaning,7454.45,Cleaning expense for December 2024
4703,19,2024-12-01,Repairs,20415.18,Repairs expense for December 2024
4704,19,2024-12-01,Miscellaneous,14960.16,Miscellaneous expense for December 2024
4705,19,2025-01-01,Rent,96219.24,Rent expense for January 2025
4706,19,2025-01-01,Electricity,45013.91,Electricity expense for January 2025
4707,19,2025-01-01,Salaries,622963.48,Salaries expense for January 2025
4708,19,2025-01-01,Maintenance,26213.09,Maintenance expense for January 2025
4709,19,2025-01-01,Delivery,43268.89,Delivery expense for January 2025
4710,19,2025-01-01,Cleaning,9667.83,Cleaning expense for January 2025
4711,19,2025-01-01,Repairs,14031.57,Repairs expense for January 2025
4712,19,2025-01-01,Miscellaneous,10245.12,Miscellaneous expense for January 2025
4713,19,2025-02-01,Rent,117191.88,Rent expense for February 2025
4714,19,2025-02-01,Electricity,28408.46,Electricity expense for February 2025
4715,19,2025-02-01,Salaries,402554.28,Salaries expense for February 2025
4716,19,2025-02-01,Maintenance,27562.1,Maintenance expense for February 2025
4717,19,2025-02-01,Delivery,23962.68,Delivery expense for February 2025
4718,19,2025-02-01,Cleaning,12495.11,Cleaning expense for February 2025
4719,19,2025-02-01,Repairs,18361.69,Repairs expense for February 2025
4720,19,2025-02-01,Miscellaneous,8439.53,Miscellaneous expense for February 2025
4721,19,2025-03-01,Rent,173898.48,Rent expense for March 2025
4722,19,2025-03-01,Electricity,27839.81,Electricity expense for March 2025
4723,19,2025-03-01,Salaries,693010.78,Salaries expense for March 2025
4724,19,2025-03-01,Maintenance,9190.72,Maintenance expense for March 2025
4725,19,2025-03-01,Delivery,27906.96,Delivery expense for March 2025
4726,19,2025-03-01,Cleaning,7041.48,Cleaning expense for March 2025
4727,19,2025-03-01,Repairs,37707.31,Repairs expense for March 2025
4728,19,2025-03-01,Miscellaneous,7177.7,Miscellaneous expense for March 2025
4729,19,2025-04-01,Rent,98530.12,Rent expense for April 2025
4730,19,2025-04-01,Electricity,49290.26,Electricity expense for April 2025
4731,19,2025-04-01,Salaries,426512.28,Salaries expense for April 2025
4732,19,2025-04-01,Maintenance,14747.73,Maintenance expense for April 2025
4733,19,2025-04-01,Delivery,29016.17,Delivery expense for April 2025
4734,19,2025-04-01,Cleaning,9562.39,Cleaning expense for April 2025
4735,19,2025-04-01,Repairs,35344.46,Repairs expense for April 2025
4736,19,2025-04-01,Miscellaneous,11335.99,Miscellaneous expense for April 2025
4737,19,2025-05-01,Rent,212858.74,Rent expense for May 2025
4738,19,2025-05-01,Electricity,48973.26,Electricity expense for May 2025
4739,19,2025-05-01,Salaries,373729.24,Salaries expense for May 2025
4740,19,2025-05-01,Maintenance,21313.51,Maintenance expense for May 2025
4741,19,2025-05-01,Delivery,17631.91,Delivery expense for May 2025
4742,19,2025-05-01,Cleaning,7339.75,Cleaning expense for May 2025
4743,19,2025-05-01,Repairs,33884.52,Repairs expense for May 2025
4744,19,2025-05-01,Miscellaneous,7668.7,Miscellaneous expense for May 2025
4745,19,2025-06-01,Rent,175144.62,Rent expense for June 2025
4746,19,2025-06-01,Electricity,30346.92,Electricity expense for June 2025
4747,19,2025-06-01,Salaries,704911.21,Salaries expense for June 2025
4748,19,2025-06-01,Maintenance,23003.81,Maintenance expense for June 2025
4749,19,2025-06-01,Delivery,37307.13,Delivery expense for June 2025
4750,19,2025-06-01,Cleaning,11780.21,Cleaning expense for June 2025
4751,19,2025-06-01,Repairs,22492.67,Repairs expense for June 2025
4752,19,2025-06-01,Miscellaneous,20168.75,Miscellaneous expense for June 2025
4753,19,2025-07-01,Rent,230604.36,Rent expense for July 2025
4754,19,2025-07-01,Electricity,35292.02,Electricity expense for July 2025
4755,19,2025-07-01,Salaries,609436.99,Salaries expense for July 2025
4756,19,2025-07-01,Maintenance,21451.75,Maintenance expense for July 2025
4757,19,2025-07-01,Delivery,32988.13,Delivery expense for July 2025
4758,19,2025-07-01,Cleaning,13397.11,Cleaning expense for July 2025
4759,19,2025-07-01,REPAIRS,39824.11,Repairs expense for July 2025
4760,19,2025-07-01,Miscellaneous,12719.59,Miscellaneous expense for July 2025
4761,19,2025-08-01,Rent,253816.63,Rent expense for August 2025
4762,19,2025-08-01,Electricity,57093.35,Electricity expense for August 2025
4763,19,2025-08-01,Salaries,399493.9,Salaries expense for August 2025
4764,19,2025-08-01,Maintenance,18459.13,Maintenance expense for August 2025
4765,19,2025-08-01,Delivery,27804.91,Delivery expense for August 2025
4766,19,2025-08-01,Cleaning,6146.71,Cleaning expense for August 2025
4767,19,2025-08-01,Repairs,20826.21,Repairs expense for August 2025
4768,19,2025-08-01,Miscellaneous,18434.18,Miscellaneous expense for August 2025
4769,19,2025-09-01,Rent,185630.96,Rent expense for September 2025
4770,19,2025-09-01,Electricity,32061.75,Electricity expense for September 2025
4771,19,2025-09-01,Salaries,686646.96,Salaries expense for September 2025
4772,19,2025-09-01,Maintenance,10850.66,Maintenance expense for September 2025
4773,19,2025-09-01,Delivery,42926.13,Delivery expense for September 2025
4774,19,2025-09-01,Cleaning,7413.12,Cleaning expense for September 2025
4775,19,2025-09-01,Repairs,35618.27,Repairs expense for September 2025
4776,19,2025-09-01,Miscellaneous,8641.64,Miscellaneous expense for September 2025
4777,19,2025-10-01,Rent,84752.12,Rent expense for October 2025
4778,19,2025-10-01,Electricity,65458.07,Electricity expense for October 2025
4779,19,2025-10-01,Salaries,470237.85,Salaries expense for October 2025
4780,19,2025-10-01,Maintenance,12676.51,Maintenance expense for October 2025
4781,19,2025-10-01,delivery,53605.25,Delivery expense for October 2025
4782,19,2025-10-01,Cleaning,7345.24,Cleaning expense for October 2025
4783,19,2025-10-01,Repairs,38531.39,Repairs expense for October 2025
4784,19,2025-10-01,Miscellaneous,3515.84,Miscellaneous expense for October 2025
4785,19,2025-11-01,Rent,206085.96,Rent expense for November 2025
4786,19,2025-11-01,Electricity,45064.1,Electricity expense for November 2025
4787,19,2025-11-01,Salaries,364130.42,Salaries expense for November 2025
4788,19,2025-11-01,Maintenance,23962.85,Maintenance expense for November 2025
4789,19,2025-11-01,Delivery,48483.95,Delivery expense for November 2025
4790,19,2025-11-01,Cleaning,11392.78,Cleaning expense for November 2025
4791,19,2025-11-01,Repairs,28443.5,Repairs expense for November 2025
4792,19,2025-11-01,Miscellaneous,17520.31,Miscellaneous expense for November 2025
4793,19,2025-12-01,Rent,178165.75,Rent expense for December 2025
4794,19,2025-12-01,Electricity,30639.43,Electricity expense for December 2025
4795,19,2025-12-01,Salaries,697262.53,Salaries expense for December 2025
4796,19,2025-12-01,Maintenance,19238.95,Maintenance expense for December 2025
4797,19,2025-12-01,Delivery,18136.89,Delivery expense for December 2025
4798,19,2025-12-01,Cleaning,6040.96,Cleaning expense for December 2025
4799,19,2025-12-01,Repairs,6401.9,Repairs expense for December 2025
4800,19,2025-12-01,Miscellaneous,8093.82,Miscellaneous expense for December 2025
4801,19,2026-01-01,Rent,238222.53,Rent expense for January 2026
4802,19,2026-01-01,Electricity,68531.61,Electricity expense for January 2026
4803,19,2026-01-01,Salaries,416513.95,Salaries expense for January 2026
4804,19,2026-01-01,Maintenance,18051.41,Maintenance expense for January 2026
4805,19,2026-01-01,Delivery,36845.36,Delivery expense for January 2026
4806,19,2026-01-01,Cleaning,5871.22,Cleaning expense for January 2026
4807,19,2026-01-01,Repairs,13173.5,Repairs expense for January 2026
